,,,,Production/Discharge [KWh],Production/Discharge [KWh],Production/Discharge [KWh],ENS [KWh],ENS [KWh],Load/Home [KWh],Load/Home [KWh],Electricity Buy [KWh],Electricity Buy [KWh],Electricity Sell [KWh],Electricity Sell [KWh],Spot Price [EUR/KWh],EleCost [EUR/KWh],ElePrice [EUR/KWh]
,,,,BESS,EV,Solar-PV,Node1,Node2,Node1,Node2,Node1,Node2,Node1,Node2,EleR_01,EleR_01,EleR_01
period1,sc01,t0347,2025-01-15 11:27:00,0.0,0.0,1.828866099,0.0,0.0,-6.72,0.0,4.891133901,0.0,0.0,0.0,0.539676833,1.7308460412500002,0.43174146640000005
period1,sc01,t0348,2025-01-15 12:27:00,0.0,0.0,2.688047059,0.0,0.0,-13.329999999999998,0.0,10.641952940999998,0.0,0.0,0.0,0.518562,1.7044525,0.4148496
period1,sc01,t0349,2025-01-15 13:27:00,0.0,0.0,2.635024432,0.0,0.0,-8.073999999999998,0.0,5.438975567999998,0.0,0.0,0.0,0.5368085,1.727260625,0.4294468
period1,sc01,t0350,2025-01-15 14:27:00,0.0,0.0,2.215607287,0.0,0.0,-8.475999999999999,0.0,6.260392712999999,0.0,0.0,0.0,0.5258725,1.713590625,0.420698
period1,sc01,t0351,2025-01-15 15:27:00,0.0,0.0,1.433236468,0.0,0.0,-8.463,0.0,7.029763531999999,0.0,0.0,0.0,0.442962,1.6099525000000001,0.35436960000000006
period1,sc01,t0352,2025-01-15 16:27:00,0.0,0.0,0.123245967,0.0,0.0,-7.197000000000001,0.0,7.073754033000001,0.0,0.0,0.0,0.4589995,1.6299993750000001,0.3671996
period1,sc01,t0353,2025-01-15 17:27:00,0.0,0.0,0.0,0.0,0.0,-11.713,0.0,11.713,0.0,0.0,0.0,0.953227667,2.2477845837499997,0.7625821336
period1,sc01,t0354,2025-01-15 18:27:00,0.0,0.0,0.0,0.0,0.0,-6.936999999999999,0.0,6.936999999999999,0.0,0.0,0.0,1.386889167,2.78986145875,1.1095113336000002
period1,sc01,t0355,2025-01-15 19:27:00,0.0,0.0,0.0,0.0,0.0,-11.490000000000002,0.0,11.490000000000002,0.0,0.0,0.0,0.831801167,2.09600145875,0.6654409336
period1,sc01,t0356,2025-01-15 20:27:00,0.0,0.0,0.0,0.0,0.0,-17.0,0.0,17.0,0.0,0.0,0.0,0.421178167,1.5827227087500002,0.33694253360000004
period1,sc01,t0357,2025-01-15 21:27:00,0.0,0.0,0.0,0.0,0.0,-9.107,0.0,9.107,0.0,0.0,0.0,0.313014833,1.44751854125,0.2504118664
period1,sc01,t0358,2025-01-15 22:27:00,0.0,0.0,0.0,0.0,0.0,-16.963,0.0,16.963,0.0,0.0,0.0,0.272843333,1.39730416625,0.21827466640000004
period1,sc01,t0359,2025-01-15 23:27:00,0.0,0.0,0.0,0.0,0.0,-6.143000000000001,0.0,6.143000000000001,0.0,0.0,0.0,0.252637,1.37204625,0.2021096
period1,sc01,t0360,2025-01-16 00:27:00,0.0,0.0,0.0,0.0,0.0,-10.387,0.0,10.387,0.0,0.0,0.0,0.232645,1.34705625,0.186116
period1,sc01,t0361,2025-01-16 01:27:00,0.0,0.0,0.0,0.0,0.0,-5.691000000000001,0.0,5.691000000000001,0.0,0.0,0.0,0.246977167,1.3649714587500001,0.1975817336
period1,sc01,t0362,2025-01-16 02:27:00,0.0,0.0,0.0,0.0,0.0,-10.689000000000002,0.0,10.689000000000002,0.0,0.0,0.0,0.239596333,1.35574541625,0.1916770664
period1,sc01,t0363,2025-01-16 03:27:00,0.0,0.0,0.0,0.0,0.0,-5.621,0.0,5.621,0.0,0.0,0.0,0.231632167,1.34579020875,0.18530573360000002
period1,sc01,t0364,2025-01-16 04:27:00,0.0,0.0,0.0,0.0,0.0,-9.269,0.0,9.269,0.0,0.0,0.0,0.226991833,1.33998979125,0.18159346640000001
period1,sc01,t0365,2025-01-16 05:27:00,0.0,0.0,0.0,0.0,0.0,-8.456,0.0,8.456,0.0,0.0,0.0,0.224255667,1.33656958375,0.1794045336
period1,sc01,t0366,2025-01-16 06:27:00,0.0,0.0,0.0,0.0,0.0,-4.494,0.0,4.494,0.0,0.0,0.0,0.230407667,1.34425958375,0.18432613360000003
period1,sc01,t0367,2025-01-16 07:27:00,0.0,0.0,0.0,0.0,0.0,-10.303999999999998,0.0,10.303999999999998,0.0,0.0,0.0,0.225588833,1.33823604125,0.1804710664
period1,sc01,t0368,2025-01-16 08:27:00,0.0,0.0,0.0,0.0,0.0,-3.416,0.0,3.416,0.0,0.0,0.0,0.228214333,1.34151791625,0.1825714664
period1,sc01,t0369,2025-01-16 09:27:00,0.0,0.0,0.0,0.0,0.0,-6.383,0.0,6.383,0.0,0.0,0.0,0.248725,1.36715625,0.19898000000000002
period1,sc01,t0370,2025-01-16 10:27:00,0.0,0.0,0.066953836,0.0,0.0,-3.537,0.0,3.4700461639999998,0.0,0.0,0.0,0.295313667,1.42539208375,0.23625093360000002
period1,sc01,t0371,2025-01-16 11:27:00,0.0,0.0,0.098677451,0.0,0.0,-4.641,0.0,4.542322549,0.0,0.0,0.0,0.311435167,1.44554395875,0.24914813360000002
period1,sc01,t0372,2025-01-16 12:27:00,0.0,0.0,0.16206668,0.0,0.0,-8.359,0.0,8.19693332,0.0,0.0,0.0,0.309337167,1.44292145875,0.24746973360000002
period1,sc01,t0373,2025-01-16 13:27:00,0.0,0.0,0.176175205,0.0,0.0,-3.4889999999999994,0.0,3.3128247949999996,0.0,0.0,0.0,0.271557,1.39569625,0.2172456
period1,sc01,t0374,2025-01-16 14:27:00,0.0,0.0,0.221901664,0.0,0.0,-3.861,0.0,3.639098336,0.0,0.0,0.0,0.245289333,1.36286166625,0.1962314664
period1,sc01,t0375,2025-01-16 15:27:00,0.0,0.0,0.126779699,0.0,0.0,-5.382,0.0,5.255220301,0.0,0.0,0.0,0.237600333,1.35325041625,0.1900802664
period1,sc01,t0376,2025-01-16 16:27:00,0.0,0.0,0.031690763,0.0,0.0,-3.8979999999999997,0.0,3.866309237,0.0,0.0,0.0,0.239507333,1.35563416625,0.1916058664
period1,sc01,t0377,2025-01-16 17:27:00,0.0,0.0,0.0,0.0,0.0,-9.191,0.0,9.191,0.0,0.0,0.0,0.282888,1.4098600000000001,0.2263104
period1,sc01,t0378,2025-01-16 18:27:00,0.0,0.0,0.0,0.0,0.0,-7.068999999999997,0.0,7.068999999999997,0.0,0.0,0.0,0.380116833,1.53139604125,0.3040934664
period1,sc01,t0379,2025-01-16 19:27:00,0.0,0.0,0.0,0.0,0.0,-11.639000000000003,0.0,11.639000000000003,0.0,0.0,0.0,0.378307,1.52913375,0.3026456
period1,sc01,t0380,2025-01-16 20:27:00,0.0,0.0,0.0,0.0,0.0,-13.741,0.0,13.741,0.0,0.0,0.0,0.281911,1.4086387500000002,0.22552880000000003
period1,sc01,t0381,2025-01-16 21:27:00,0.0,0.0,0.0,0.0,0.0,-3.8360000000000003,0.0,3.8360000000000003,0.0,0.0,0.0,0.244037333,1.3612966662500001,0.1952298664
period1,sc01,t0382,2025-01-16 22:27:00,0.0,0.0,0.0,0.0,0.0,-10.444,0.0,10.444,0.0,0.0,0.0,0.233795667,1.3484945837500002,0.18703653360000003
period1,sc01,t0383,2025-01-16 23:27:00,0.0,0.0,0.0,0.0,0.0,-4.151,0.0,4.151,0.0,0.0,0.0,0.2304065,1.344258125,0.1843252
period1,sc01,t0384,2025-01-17 00:27:00,0.0,0.0,0.0,0.0,0.0,-11.439,0.0,11.439,0.0,0.0,0.0,0.2193315,1.3304143750000001,0.17546520000000002
period1,sc01,t0385,2025-01-17 01:27:00,0.0,0.0,0.0,0.0,0.0,-7.018999999999998,0.0,7.018999999999998,0.0,0.0,0.0,0.204415833,1.31176979125,0.1635326664
period1,sc01,t0386,2025-01-17 02:27:00,0.0,0.0,0.0,0.0,0.0,-12.311,0.0,12.311,0.0,0.0,0.0,0.1894995,1.2931243749999999,0.1515996
period1,sc01,t0387,2025-01-17 03:27:00,0.0,0.0,0.0,0.0,0.0,-14.754999999999999,0.0,14.754999999999999,0.0,0.0,0.0,0.194222667,1.29902833375,0.1553781336
period1,sc01,t0388,2025-01-17 04:27:00,0.0,0.0,0.0,0.0,0.0,-6.265,0.0,6.265,0.0,0.0,0.0,0.196137667,1.30142208375,0.1569101336
period1,sc01,t0389,2025-01-17 05:27:00,0.0,0.0,0.0,0.0,0.0,-11.295999999999998,0.0,11.295999999999998,0.0,0.0,0.0,0.195417667,1.3005220837500002,0.1563341336
period1,sc01,t0390,2025-01-17 06:27:00,0.0,0.0,0.0,0.0,0.0,-5.683999999999999,0.0,5.683999999999999,0.0,0.0,0.0,0.195742167,1.30092770875,0.1565937336
period1,sc01,t0391,2025-01-17 07:27:00,0.0,0.0,0.0,0.0,0.0,-12.364,0.0,12.364,0.0,0.0,0.0,0.188547667,1.2919345837499998,0.1508381336
period1,sc01,t0392,2025-01-17 08:27:00,0.0,0.0,0.0,0.0,0.0,-5.726,0.0,5.726,0.0,0.0,0.0,0.2092425,1.317803125,0.16739400000000002
period1,sc01,t0393,2025-01-17 09:27:00,0.0,0.0,0.0,0.0,0.0,-9.36,0.0,9.36,0.0,0.0,0.0,0.220175167,1.3314689587500002,0.17614013360000003
period1,sc01,t0394,2025-01-17 10:27:00,0.0,0.0,0.038809106,0.0,0.0,-6.060000000000002,0.0,6.021190894000002,0.0,0.0,0.0,0.23021,1.3440125,0.184168
period1,sc01,t0395,2025-01-17 11:27:00,0.0,0.0,0.140982926,0.0,0.0,-9.347000000000001,0.0,9.206017074000002,0.0,0.0,0.0,0.247447833,1.3655597912500002,0.19795826640000003
period1,sc01,t0396,2025-01-17 12:27:00,0.0,0.0,0.253961666,0.0,0.0,-5.812999999999999,0.0,5.5590383339999985,0.0,0.0,0.0,0.254787333,1.3747341662500001,0.2038298664
period1,sc01,t0397,2025-01-17 13:27:00,0.0,0.0,0.80719066,0.0,0.0,-8.638000000000002,0.0,7.830809340000002,0.0,0.0,0.0,0.2428315,1.359789375,0.19426520000000003
period1,sc01,t0398,2025-01-17 14:27:00,0.0,0.0,1.564017837,0.0,0.0,-3.822,0.0,2.2579821630000003,0.0,0.0,0.0,0.242856167,1.35982020875,0.19428493360000001
period1,sc01,t0399,2025-01-17 15:27:00,0.0,0.0,1.186776475,0.0,0.0,-8.203,0.0,7.016223524999999,0.0,0.0,0.0,0.239224,1.35528,0.1913792
period1,sc01,t0400,2025-01-17 16:27:00,0.0,0.0,0.309856859,0.0,0.0,-6.327000000000002,0.0,6.017143141000002,0.0,0.0,0.0,0.247990667,1.3662383337500001,0.1983925336
period1,sc01,t0401,2025-01-17 17:27:00,0.0,0.0,0.003521074,0.0,0.0,-11.356,0.0,11.352478926,0.0,0.0,0.0,0.299947,1.43118375,0.23995760000000002
period1,sc01,t0402,2025-01-17 18:27:00,0.0,0.0,0.0,0.0,0.0,-5.683999999999999,0.0,5.683999999999999,0.0,0.0,0.0,0.369906,1.5186325,0.29592480000000004
period1,sc01,t0403,2025-01-17 19:27:00,0.0,0.0,0.0,0.0,0.0,-8.329999999999998,0.0,8.329999999999998,0.0,0.0,0.0,0.3995985,1.555748125,0.31967880000000004
period1,sc01,t0404,2025-01-17 20:27:00,0.0,0.0,0.0,0.0,0.0,-17.0,0.0,17.0,0.0,0.0,0.0,0.354363667,1.49920458375,0.2834909336
period1,sc01,t0405,2025-01-17 21:27:00,0.0,0.0,0.0,0.0,0.0,-10.245000000000001,0.0,10.245000000000001,0.0,0.0,0.0,0.300536833,1.43192104125,0.2404294664
period1,sc01,t0406,2025-01-17 22:27:00,0.0,0.0,0.0,0.0,0.0,-14.884999999999998,0.0,14.884999999999998,0.0,0.0,0.0,0.2447995,1.3622493750000002,0.1958396
period1,sc01,t0407,2025-01-17 23:27:00,0.0,0.0,0.0,0.0,0.0,-5.775,0.0,5.775,0.0,0.0,0.0,0.239271333,1.35533916625,0.1914170664
period1,sc01,t0408,2025-01-18 00:27:00,0.0,0.0,0.0,0.0,0.0,-11.334999999999999,0.0,11.334999999999999,0.0,0.0,0.0,0.228073,1.34134125,0.18245840000000002
period1,sc01,t0409,2025-01-18 01:27:00,0.0,0.0,0.0,0.0,0.0,-5.7540000000000004,0.0,5.7540000000000004,0.0,0.0,0.0,0.224043667,1.33630458375,0.1792349336
period1,sc01,t0410,2025-01-18 02:27:00,0.0,0.0,0.0,0.0,0.0,-10.706,0.0,10.706,0.0,0.0,0.0,0.219554,1.3306925,0.1756432
period1,sc01,t0411,2025-01-18 03:27:00,0.0,0.0,0.0,0.0,0.0,-6.691999999999998,0.0,6.691999999999998,0.0,0.0,0.0,0.220364333,1.3317054162500002,0.1762914664
period1,sc01,t0412,2025-01-18 04:27:00,0.0,0.0,0.0,0.0,0.0,-11.778,0.0,11.778,0.0,0.0,0.0,0.219447833,1.33055979125,0.17555826640000002
period1,sc01,t0413,2025-01-18 05:27:00,0.0,0.0,0.0,0.0,0.0,-14.252,0.0,14.252,0.0,0.0,0.0,0.220025333,1.33128166625,0.17602026640000001
period1,sc01,t0414,2025-01-18 06:27:00,0.0,0.0,0.0,0.0,0.0,-5.2780000000000005,0.0,5.2780000000000005,0.0,0.0,0.0,0.227251,1.3403137500000002,0.1818008
period1,sc01,t0415,2025-01-18 07:27:00,0.0,0.0,0.0,0.0,0.0,-7.6370000000000005,0.0,7.6370000000000005,0.0,0.0,0.0,0.255165833,1.37520729125,0.20413266640000002
period1,sc01,t0416,2025-01-18 08:27:00,0.0,0.0,0.0,0.0,0.0,-3.1430000000000002,0.0,3.1430000000000002,0.0,0.0,0.0,0.442168333,1.6089604162500002,0.35373466640000006
period1,sc01,t0417,2025-01-18 09:27:00,0.0,0.0,0.0,0.0,0.0,-3.0729999999999995,0.0,3.0729999999999995,0.0,0.0,0.0,0.763920167,2.01115020875,0.6111361336000001
period1,sc01,t0418,2025-01-18 10:27:00,0.0,0.0,0.116833377,0.0,0.0,-6.166999999999999,0.0,6.050166622999999,0.0,0.0,0.0,0.502754,1.6846925000000001,0.40220320000000004
period1,sc01,t0419,2025-01-18 11:27:00,0.0,0.0,1.106878003,0.0,0.0,-6.947,0.0,5.840121997,0.0,0.0,0.0,0.478952,1.65494,0.3831616
period1,sc01,t0420,2025-01-18 12:27:00,0.0,0.0,2.21984156,0.0,0.0,-6.383,0.0,4.16315844,0.0,0.0,0.0,0.4528745,1.622343125,0.36229960000000005
period1,sc01,t0421,2025-01-18 13:27:00,0.0,0.0,2.790125336,0.0,0.0,-4.026,0.0,1.2358746639999998,0.0,0.0,0.0,0.438885,1.60485625,0.35110800000000003
period1,sc01,t0422,2025-01-18 14:27:00,0.0,0.0,2.592460415,0.0,0.0,-6.084,0.0,3.4915395849999995,0.0,0.0,0.0,0.433192667,1.5977408337499999,0.3465541336
period1,sc01,t0423,2025-01-18 15:27:00,0.0,0.0,1.753701217,0.0,0.0,-5.667000000000001,0.0,3.913298783000001,0.0,0.0,0.0,0.428627667,1.59203458375,0.3429021336
period1,sc01,t0424,2025-01-18 16:27:00,0.0,0.0,0.443641093,0.0,0.0,-2.793,0.0,2.349358907,0.0,0.0,0.0,0.4682545,1.641568125,0.37460360000000004
period1,sc01,t0425,2025-01-18 17:27:00,0.0,0.0,0.0,0.0,0.0,-5.86,0.0,5.86,0.0,0.0,0.0,0.762713667,2.00964208375,0.6101709336000001
period1,sc01,t0426,2025-01-18 18:27:00,0.0,0.0,0.0,0.0,0.0,-2.9400000000000004,0.0,2.9400000000000004,0.0,0.0,0.0,0.884252667,2.16156583375,0.7074021336
period1,sc01,t0427,2025-01-18 19:27:00,0.0,0.0,0.0,0.0,0.0,-3.968,0.0,3.968,0.0,0.0,0.0,0.590522667,1.79440333375,0.4724181336
period1,sc01,t0428,2025-01-18 20:27:00,0.0,0.0,0.0,0.0,0.0,-5.382,0.0,5.382,0.0,0.0,0.0,0.445192833,1.61274104125,0.35615426640000003
period1,sc01,t0429,2025-01-18 21:27:00,0.0,0.0,0.0,0.0,0.0,-3.1450000000000014,0.0,3.1450000000000014,0.0,0.0,0.0,0.319085833,1.45510729125,0.2552686664
period1,sc01,t0430,2025-01-18 22:27:00,0.0,0.0,0.0,0.0,0.0,-5.654999999999999,0.0,5.654999999999999,0.0,0.0,0.0,0.248355667,1.36669458375,0.19868453360000002
period1,sc01,t0431,2025-01-18 23:27:00,0.0,0.0,0.0,0.0,0.0,-2.716,0.0,2.716,0.0,0.0,0.0,0.232,1.34625,0.18560000000000001
period1,sc01,t0432,2025-01-19 00:27:00,0.0,0.0,0.0,0.0,0.0,-5.254,0.0,5.254,0.0,0.0,0.0,0.2220905,1.333863125,0.1776724
period1,sc01,t0433,2025-01-19 01:27:00,0.0,0.0,0.0,0.0,0.0,-1.96,0.0,1.96,0.0,0.0,0.0,0.229055167,1.34256895875,0.18324413360000003
period1,sc01,t0434,2025-01-19 02:27:00,0.0,0.0,0.0,0.0,0.0,-5.1499999999999995,0.0,5.1499999999999995,0.0,0.0,0.0,0.220466333,1.3318329162500002,0.1763730664
period1,sc01,t0435,2025-01-19 03:27:00,0.0,0.0,0.0,0.0,0.0,-4.703,0.0,4.703,0.0,0.0,0.0,0.217961667,1.32870208375,0.1743693336
period1,sc01,t0436,2025-01-19 04:27:00,0.0,0.0,0.0,0.0,0.0,-1.6870000000000003,0.0,1.6870000000000003,0.0,0.0,0.0,0.222288,1.3341100000000001,0.17783040000000003
period1,sc01,t0437,2025-01-19 05:27:00,0.0,0.0,0.0,0.0,0.0,-4.815,0.0,4.815,0.0,0.0,0.0,0.228362833,1.34170354125,0.1826902664
period1,sc01,t0438,2025-01-19 06:27:00,0.0,0.0,0.0,0.0,0.0,-1.925,0.0,1.925,0.0,0.0,0.0,0.246513667,1.36439208375,0.1972109336
period1,sc01,t0439,2025-01-19 07:27:00,0.0,0.0,0.0,0.0,0.0,-5.851,0.0,5.851,0.0,0.0,0.0,0.302439,1.4342987500000002,0.24195120000000003
period1,sc01,t0440,2025-01-19 08:27:00,0.0,0.0,0.0,0.0,0.0,-2.989,0.0,2.989,0.0,0.0,0.0,0.562986333,1.75998291625,0.45038906640000004
period1,sc01,t0441,2025-01-19 09:27:00,0.0,0.0,0.0,0.0,0.0,-3.0380000000000003,0.0,3.0380000000000003,0.0,0.0,0.0,0.690872833,1.91984104125,0.5526982664000001
period1,sc01,t0442,2025-01-19 10:27:00,0.0,0.0,0.0,0.0,0.0,-7.661999999999999,0.0,7.661999999999999,0.0,0.0,0.0,0.624671667,1.83708958375,0.4997373336
period1,sc01,t0443,2025-01-19 11:27:00,0.0,0.0,0.0,0.0,0.0,-7.1370000000000005,0.0,7.1370000000000005,0.0,0.0,0.0,0.572868667,1.7723358337500001,0.45829493360000007
period1,sc01,t0444,2025-01-19 12:27:00,0.0,0.0,0.010564757,0.0,0.0,-7.773,0.0,7.762435243,0.0,0.0,0.0,0.5735885,1.773235625,0.45887079999999997
period1,sc01,t0445,2025-01-19 13:27:00,0.0,0.0,0.003520858,0.0,0.0,-3.6789999999999994,0.0,3.6754791419999995,0.0,0.0,0.0,0.55101,1.7450125,0.44080800000000003
period1,sc01,t0446,2025-01-19 14:27:00,0.0,0.0,0.0,0.0,0.0,-5.681,0.0,5.681,0.0,0.0,0.0,0.546456333,1.73932041625,0.43716506639999997
period1,sc01,t0447,2025-01-19 15:27:00,0.0,0.0,0.0,0.0,0.0,-5.694,0.0,5.694,0.0,0.0,0.0,0.524306667,1.71163333375,0.41944533359999997
period1,sc01,t0448,2025-01-19 16:27:00,0.0,0.0,0.0,0.0,0.0,-3.2860000000000005,0.0,3.2860000000000005,0.0,0.0,0.0,0.701538167,1.9331727087500001,0.5612305336000001
period1,sc01,t0449,2025-01-19 17:27:00,0.0,0.0,0.0,0.0,0.0,-5.681,0.0,5.681,0.0,0.0,0.0,1.256712833,2.62714104125,1.0053702664
period1,sc01,t0450,2025-01-19 18:27:00,0.0,0.0,0.0,0.0,0.0,-2.989,0.0,2.989,0.0,0.0,0.0,1.701726333,3.1834079162499997,1.3613810664000001
period1,sc01,t0451,2025-01-19 19:27:00,0.0,0.0,0.0,0.0,0.0,-3.1479999999999997,0.0,3.1479999999999997,0.0,0.0,0.0,0.9284785,2.2168481250000003,0.7427828000000001
period1,sc01,t0452,2025-01-19 20:27:00,0.0,0.0,0.0,0.0,0.0,-5.6419999999999995,0.0,5.6419999999999995,0.0,0.0,0.0,0.536358667,1.72669833375,0.42908693360000005
period1,sc01,t0453,2025-01-19 21:27:00,0.0,0.0,0.0,0.0,0.0,-3.024,0.0,3.024,0.0,0.0,0.0,0.449088667,1.6176108337500001,0.3592709336
period1,sc01,t0454,2025-01-19 22:27:00,0.0,0.0,0.0,0.0,0.0,-5.8660000000000005,0.0,5.8660000000000005,0.0,0.0,0.0,0.351496333,1.49562041625,0.28119706640000003
period1,sc01,t0455,2025-01-19 23:27:00,0.0,0.0,0.0,0.0,0.0,-2.716,0.0,2.716,0.0,0.0,0.0,0.306441333,1.43930166625,0.2451530664
period1,sc01,t0456,2025-01-20 00:27:00,0.0,0.0,0.0,0.0,0.0,-5.104,0.0,5.104,0.0,0.0,0.0,0.2712255,1.395281875,0.21698040000000002
period1,sc01,t0457,2025-01-20 01:27:00,0.0,0.0,0.0,0.0,0.0,-2.786,0.0,2.786,0.0,0.0,0.0,0.2425625,1.359453125,0.19405
period1,sc01,t0458,2025-01-20 02:27:00,0.0,0.0,0.0,0.0,0.0,-5.304,0.0,5.304,0.0,0.0,0.0,0.238027167,1.35378395875,0.19042173360000003
period1,sc01,t0459,2025-01-20 03:27:00,0.0,0.0,0.0,0.0,0.0,-2.747,0.0,2.747,0.0,0.0,0.0,0.240064833,1.3563310412499998,0.19205186640000002
period1,sc01,t0460,2025-01-20 04:27:00,0.0,0.0,0.0,0.0,0.0,-5.083,0.0,5.083,0.0,0.0,0.0,0.2310605,1.345075625,0.18484840000000002
period1,sc01,t0461,2025-01-20 05:27:00,0.0,0.0,0.0,0.0,0.0,-5.057,0.0,5.057,0.0,0.0,0.0,0.240061167,1.35632645875,0.1920489336
period1,sc01,t0462,2025-01-20 06:27:00,0.0,0.0,0.0,0.0,0.0,-3.1229999999999993,0.0,3.1229999999999993,0.0,0.0,0.0,0.248166167,1.36645770875,0.19853293360000002
period1,sc01,t0463,2025-01-20 07:27:00,0.0,0.0,0.0,0.0,0.0,-12.527000000000001,0.0,12.527000000000001,0.0,0.0,0.0,0.3082655,1.4415818750000002,0.24661240000000004
period1,sc01,t0464,2025-01-20 08:27:00,0.0,0.0,0.0,0.0,0.0,-4.893000000000001,0.0,4.893000000000001,0.0,0.0,0.0,0.527829,1.7160362500000002,0.4222632
period1,sc01,t0465,2025-01-20 09:27:00,0.0,0.0,0.0,0.0,0.0,-3.669999999999999,0.0,3.669999999999999,0.0,0.0,0.0,0.652063,1.87132875,0.5216504
period1,sc01,t0466,2025-01-20 10:27:00,0.0,0.0,0.0,0.0,0.0,-5.46,0.0,5.46,0.0,0.0,0.0,0.604915833,1.81239479125,0.4839326664
period1,sc01,t0467,2025-01-20 11:27:00,0.0,0.0,0.0,0.0,0.0,-3.0360000000000014,0.0,3.0360000000000014,0.0,0.0,0.0,0.562329833,1.75916229125,0.4498638664
period1,sc01,t0468,2025-01-20 12:27:00,0.0,0.0,0.0,0.0,0.0,-5.564,0.0,5.564,0.0,0.0,0.0,0.535937667,1.72617208375,0.4287501336
period1,sc01,t0469,2025-01-20 13:27:00,0.0,0.0,0.0,0.0,0.0,-2.8280000000000003,0.0,2.8280000000000003,0.0,0.0,0.0,0.545671667,1.7383395837500002,0.4365373336
period1,sc01,t0470,2025-01-20 14:27:00,0.0,0.0,0.007043767,0.0,0.0,-5.351999999999999,0.0,5.344956233,0.0,0.0,0.0,0.535921667,1.72615208375,0.4287373336
period1,sc01,t0471,2025-01-20 15:27:00,0.0,0.0,0.003520731,0.0,0.0,-3.070000000000001,0.0,3.066479269000001,0.0,0.0,0.0,0.5116375,1.695796875,0.40931
period1,sc01,t0472,2025-01-20 16:27:00,0.0,0.0,0.0,0.0,0.0,-5.46,0.0,5.46,0.0,0.0,0.0,0.505277333,1.68784666625,0.4042218664
period1,sc01,t0473,2025-01-20 17:27:00,0.0,0.0,0.0,0.0,0.0,-5.304,0.0,5.304,0.0,0.0,0.0,0.803924833,2.06115604125,0.6431398664
period1,sc01,t0474,2025-01-20 18:27:00,0.0,0.0,0.0,0.0,0.0,-2.9559999999999995,0.0,2.9559999999999995,0.0,0.0,0.0,1.023849,2.33606125,0.8190792
period1,sc01,t0475,2025-01-20 19:27:00,0.0,0.0,0.0,0.0,0.0,-3.0729999999999995,0.0,3.0729999999999995,0.0,0.0,0.0,0.753042333,1.99755291625,0.6024338664000001
period1,sc01,t0476,2025-01-20 20:27:00,0.0,0.0,0.0,0.0,0.0,-6.027,0.0,6.027,0.0,0.0,0.0,0.649196167,1.8677452087500002,0.5193569336
period1,sc01,t0477,2025-01-20 21:27:00,0.0,0.0,0.0,0.0,0.0,-5.117,0.0,5.117,0.0,0.0,0.0,0.465101333,1.63762666625,0.37208106640000005
period1,sc01,t0478,2025-01-20 22:27:00,0.0,0.0,0.0,0.0,0.0,-9.663,0.0,9.663,0.0,0.0,0.0,0.372124667,1.52140583375,0.2976997336
period1,sc01,t0479,2025-01-20 23:27:00,0.0,0.0,0.0,0.0,0.0,-5.823,0.0,5.823,0.0,0.0,0.0,0.311616167,1.44577020875,0.24929293360000002
period1,sc01,t0480,2025-01-21 00:27:00,0.0,0.0,0.0,0.0,0.0,-7.1370000000000005,0.0,7.1370000000000005,0.0,0.0,0.0,0.276010667,1.40126333375,0.2208085336
period1,sc01,t0481,2025-01-21 01:27:00,0.0,0.0,0.0,0.0,0.0,-5.1240000000000006,0.0,5.1240000000000006,0.0,0.0,0.0,0.276944833,1.4024310412499998,0.22155586640000002
period1,sc01,t0482,2025-01-21 02:27:00,0.0,0.0,0.0,0.0,0.0,-10.656,0.0,10.656,0.0,0.0,0.0,0.259937667,1.3811720837500001,0.2079501336
period1,sc01,t0483,2025-01-21 03:27:00,0.0,0.0,0.0,0.0,0.0,-12.149999999999999,0.0,12.149999999999999,0.0,0.0,0.0,0.249228333,1.36778541625,0.19938266640000002
period1,sc01,t0484,2025-01-21 04:27:00,0.0,0.0,0.0,0.0,0.0,-5.46,0.0,5.46,0.0,0.0,0.0,0.252159333,1.3714491662500001,0.2017274664
period1,sc01,t0485,2025-01-21 05:27:00,0.0,0.0,0.0,0.0,0.0,-11.547,0.0,11.547,0.0,0.0,0.0,0.257204667,1.37775583375,0.2057637336
period1,sc01,t0486,2025-01-21 06:27:00,0.0,0.0,0.0,0.0,0.0,-6.153,0.0,6.153,0.0,0.0,0.0,0.280585333,1.40698166625,0.2244682664
period1,sc01,t0487,2025-01-21 07:27:00,0.0,0.0,0.0,0.0,0.0,-10.764,0.0,10.764,0.0,0.0,0.0,0.415289833,1.5753622912500003,0.3322318664
period1,sc01,t0488,2025-01-21 08:27:00,0.0,0.0,0.0,0.0,0.0,-6.596,0.0,6.596,0.0,0.0,0.0,1.871856833,3.39607104125,1.4974854664000001
period1,sc01,t0489,2025-01-21 09:27:00,0.0,0.0,0.0,0.0,0.0,-6.026999999999999,0.0,6.026999999999999,0.0,0.0,0.0,2.001019333,3.55752416625,1.6008154664
period1,sc01,t0490,2025-01-21 10:27:00,0.0,0.0,0.007117844,0.0,0.0,-16.302999999999997,0.0,16.295882155999998,0.0,0.0,0.0,1.859101,3.38012625,1.4872808
period1,sc01,t0491,2025-01-21 11:27:00,0.0,0.0,0.112782542,0.0,0.0,-11.016000000000002,0.0,10.903217458000002,0.0,0.0,0.0,1.207475167,2.56559395875,0.9659801336
