Period,Scenario,LoadLevel,Date,MWh,KWh,Type
period1,sc01,t1535,2025-03-05 23:27:00,-2.5060000000000002,-2.5060000000000002,OrgDemand
period1,sc01,t1536,2025-03-06 00:27:00,-4.864,-4.864,OrgDemand
period1,sc01,t1537,2025-03-06 01:27:00,-2.2680000000000002,-2.2680000000000002,OrgDemand
period1,sc01,t1538,2025-03-06 02:27:00,-4.5920000000000005,-4.5920000000000005,OrgDemand
period1,sc01,t1539,2025-03-06 03:27:00,-2.317,-2.317,OrgDemand
period1,sc01,t1540,2025-03-06 04:27:00,-4.603,-4.603,OrgDemand
period1,sc01,t1541,2025-03-06 05:27:00,-4.381,-4.381,OrgDemand
period1,sc01,t1542,2025-03-06 06:27:00,-3.0089999999999995,-3.0089999999999995,OrgDemand
period1,sc01,t1543,2025-03-06 07:27:00,-6.37,-6.37,OrgDemand
period1,sc01,t1544,2025-03-06 08:27:00,-4.3,-4.3,OrgDemand
period1,sc01,t1545,2025-03-06 09:27:00,-6.591,-6.591,OrgDemand
period1,sc01,t1546,2025-03-06 10:27:00,-5.939000000000001,-5.939000000000001,OrgDemand
period1,sc01,t1547,2025-03-06 11:27:00,-3.1880000000000006,-3.1880000000000006,OrgDemand
period1,sc01,t1548,2025-03-06 12:27:00,-5.772,-5.772,OrgDemand
period1,sc01,t1549,2025-03-06 13:27:00,-1.036,-1.036,OrgDemand
period1,sc01,t1550,2025-03-06 14:27:00,-2.084,-2.084,OrgDemand
period1,sc01,t1551,2025-03-06 15:27:00,-2.023,-2.023,OrgDemand
period1,sc01,t1552,2025-03-06 16:27:00,-4.186999999999999,-4.186999999999999,OrgDemand
period1,sc01,t1553,2025-03-06 17:27:00,-4.186,-4.186,OrgDemand
period1,sc01,t1554,2025-03-06 18:27:00,-5.704000000000001,-5.704000000000001,OrgDemand
period1,sc01,t1555,2025-03-06 19:27:00,-3.109,-3.109,OrgDemand
period1,sc01,t1556,2025-03-06 20:27:00,-5.291,-5.291,OrgDemand
period1,sc01,t1557,2025-03-06 21:27:00,-3.943999999999999,-3.943999999999999,OrgDemand
period1,sc01,t1558,2025-03-06 22:27:00,-6.006,-6.006,OrgDemand
period1,sc01,t1559,2025-03-06 23:27:00,-2.184,-2.184,OrgDemand
period1,sc01,t1560,2025-03-07 00:27:00,-4.646,-4.646,OrgDemand
period1,sc01,t1561,2025-03-07 01:27:00,-2.202,-2.202,OrgDemand
period1,sc01,t1562,2025-03-07 02:27:00,-3.848,-3.848,OrgDemand
period1,sc01,t1563,2025-03-07 03:27:00,-2.149,-2.149,OrgDemand
period1,sc01,t1564,2025-03-07 04:27:00,-5.130999999999999,-5.130999999999999,OrgDemand
period1,sc01,t1565,2025-03-07 05:27:00,-3.757,-3.757,OrgDemand
period1,sc01,t1566,2025-03-07 06:27:00,-2.073,-2.073,OrgDemand
period1,sc01,t1567,2025-03-07 07:27:00,-6.432,-6.432,OrgDemand
period1,sc01,t1568,2025-03-07 08:27:00,-2.8979999999999997,-2.8979999999999997,OrgDemand
period1,sc01,t1569,2025-03-07 09:27:00,-4.862,-4.862,OrgDemand
period1,sc01,t1570,2025-03-07 10:27:00,-5.5280000000000005,-5.5280000000000005,OrgDemand
period1,sc01,t1571,2025-03-07 11:27:00,-5.569999999999999,-5.569999999999999,OrgDemand
period1,sc01,t1572,2025-03-07 12:27:00,-2.87,-2.87,OrgDemand
period1,sc01,t1573,2025-03-07 13:27:00,-3.2479999999999998,-3.2479999999999998,OrgDemand
period1,sc01,t1574,2025-03-07 14:27:00,-6.9620000000000015,-6.9620000000000015,OrgDemand
period1,sc01,t1575,2025-03-07 15:27:00,-3.367,-3.367,OrgDemand
period1,sc01,t1576,2025-03-07 16:27:00,-6.762999999999999,-6.762999999999999,OrgDemand
period1,sc01,t1577,2025-03-07 17:27:00,-6.267,-6.267,OrgDemand
period1,sc01,t1578,2025-03-07 18:27:00,-3.0729999999999995,-3.0729999999999995,OrgDemand
period1,sc01,t1579,2025-03-07 19:27:00,-3.5349999999999993,-3.5349999999999993,OrgDemand
period1,sc01,t1580,2025-03-07 20:27:00,-4.745,-4.745,OrgDemand
period1,sc01,t1581,2025-03-07 21:27:00,-2.373,-2.373,OrgDemand
period1,sc01,t1582,2025-03-07 22:27:00,-4.507000000000001,-4.507000000000001,OrgDemand
period1,sc01,t1583,2025-03-07 23:27:00,-2.345,-2.345,OrgDemand
period1,sc01,t1584,2025-03-08 00:27:00,-5.514999999999999,-5.514999999999999,OrgDemand
period1,sc01,t1585,2025-03-08 01:27:00,-1.9180000000000001,-1.9180000000000001,OrgDemand
period1,sc01,t1586,2025-03-08 02:27:00,-3.7120000000000006,-3.7120000000000006,OrgDemand
period1,sc01,t1587,2025-03-08 03:27:00,-4.629999999999999,-4.629999999999999,OrgDemand
period1,sc01,t1588,2025-03-08 04:27:00,-4.16,-4.16,OrgDemand
period1,sc01,t1589,2025-03-08 05:27:00,-3.9389999999999996,-3.9389999999999996,OrgDemand
period1,sc01,t1590,2025-03-08 06:27:00,-3.1410000000000005,-3.1410000000000005,OrgDemand
period1,sc01,t1591,2025-03-08 07:27:00,-4.967,-4.967,OrgDemand
period1,sc01,t1592,2025-03-08 08:27:00,-2.4430000000000005,-2.4430000000000005,OrgDemand
period1,sc01,t1593,2025-03-08 09:27:00,-4.069,-4.069,OrgDemand
period1,sc01,t1594,2025-03-08 10:27:00,-3.351,-3.351,OrgDemand
period1,sc01,t1595,2025-03-08 11:27:00,-1.491,-1.491,OrgDemand
period1,sc01,t1596,2025-03-08 12:27:00,-4.619,-4.619,OrgDemand
period1,sc01,t1597,2025-03-08 13:27:00,-2.261,-2.261,OrgDemand
period1,sc01,t1598,2025-03-08 14:27:00,-5.069,-5.069,OrgDemand
period1,sc01,t1599,2025-03-08 15:27:00,-2.9170000000000007,-2.9170000000000007,OrgDemand
period1,sc01,t1600,2025-03-08 16:27:00,-4.563,-4.563,OrgDemand
period1,sc01,t1601,2025-03-08 17:27:00,-4.992,-4.992,OrgDemand
period1,sc01,t1602,2025-03-08 18:27:00,-3.0679999999999987,-3.0679999999999987,OrgDemand
period1,sc01,t1603,2025-03-08 19:27:00,-3.5069999999999997,-3.5069999999999997,OrgDemand
period1,sc01,t1604,2025-03-08 20:27:00,-6.883000000000001,-6.883000000000001,OrgDemand
period1,sc01,t1605,2025-03-08 21:27:00,-3.2750000000000004,-3.2750000000000004,OrgDemand
period1,sc01,t1606,2025-03-08 22:27:00,-5.525,-5.525,OrgDemand
period1,sc01,t1607,2025-03-08 23:27:00,-2.1980000000000004,-2.1980000000000004,OrgDemand
period1,sc01,t1608,2025-03-09 00:27:00,-5.481999999999999,-5.481999999999999,OrgDemand
period1,sc01,t1609,2025-03-09 01:27:00,-1.988,-1.988,OrgDemand
period1,sc01,t1610,2025-03-09 02:27:00,-3.7420000000000004,-3.7420000000000004,OrgDemand
period1,sc01,t1611,2025-03-09 03:27:00,-5.3309999999999995,-5.3309999999999995,OrgDemand
period1,sc01,t1612,2025-03-09 04:27:00,-2.709,-2.709,OrgDemand
period1,sc01,t1613,2025-03-09 05:27:00,-5.860000000000001,-5.860000000000001,OrgDemand
period1,sc01,t1614,2025-03-09 06:27:00,-3.08,-3.08,OrgDemand
period1,sc01,t1615,2025-03-09 07:27:00,-9.287,-9.287,OrgDemand
period1,sc01,t1616,2025-03-09 08:27:00,-4.263,-4.263,OrgDemand
period1,sc01,t1617,2025-03-09 09:27:00,-4.119999999999999,-4.119999999999999,OrgDemand
period1,sc01,t1618,2025-03-09 10:27:00,-3.5100000000000002,-3.5100000000000002,OrgDemand
period1,sc01,t1619,2025-03-09 11:27:00,-2.293,-2.293,OrgDemand
period1,sc01,t1620,2025-03-09 12:27:00,-1.677,-1.677,OrgDemand
period1,sc01,t1621,2025-03-09 13:27:00,-1.015,-1.015,OrgDemand
period1,sc01,t1622,2025-03-09 14:27:00,-2.6050000000000004,-2.6050000000000004,OrgDemand
period1,sc01,t1623,2025-03-09 15:27:00,-1.4209999999999998,-1.4209999999999998,OrgDemand
period1,sc01,t1624,2025-03-09 16:27:00,-3.679,-3.679,OrgDemand
period1,sc01,t1625,2025-03-09 17:27:00,-3.445,-3.445,OrgDemand
period1,sc01,t1626,2025-03-09 18:27:00,-4.365,-4.365,OrgDemand
period1,sc01,t1627,2025-03-09 19:27:00,-3.1679999999999993,-3.1679999999999993,OrgDemand
period1,sc01,t1628,2025-03-09 20:27:00,-5.5120000000000005,-5.5120000000000005,OrgDemand
period1,sc01,t1629,2025-03-09 21:27:00,-2.3990000000000005,-2.3990000000000005,OrgDemand
period1,sc01,t1630,2025-03-09 22:27:00,-3.3409999999999997,-3.3409999999999997,OrgDemand
period1,sc01,t1631,2025-03-09 23:27:00,-1.708,-1.708,OrgDemand
period1,sc01,t1632,2025-03-10 00:27:00,-4.262,-4.262,OrgDemand
period1,sc01,t1633,2025-03-10 01:27:00,-1.4769999999999999,-1.4769999999999999,OrgDemand
period1,sc01,t1634,2025-03-10 02:27:00,-3.8729999999999998,-3.8729999999999998,OrgDemand
period1,sc01,t1635,2025-03-10 03:27:00,-3.206999999999999,-3.206999999999999,OrgDemand
period1,sc01,t1636,2025-03-10 04:27:00,-5.083,-5.083,OrgDemand
period1,sc01,t1637,2025-03-10 05:27:00,-3.9029999999999996,-3.9029999999999996,OrgDemand
period1,sc01,t1638,2025-03-10 06:27:00,-1.897,-1.897,OrgDemand
period1,sc01,t1639,2025-03-10 07:27:00,-4.933999999999999,-4.933999999999999,OrgDemand
period1,sc01,t1640,2025-03-10 08:27:00,-2.086,-2.086,OrgDemand
period1,sc01,t1641,2025-03-10 09:27:00,-1.799,-1.799,OrgDemand
period1,sc01,t1642,2025-03-10 10:27:00,-3.621,-3.621,OrgDemand
period1,sc01,t1643,2025-03-10 11:27:00,-2.1470000000000002,-2.1470000000000002,OrgDemand
period1,sc01,t1644,2025-03-10 12:27:00,-0.7630000000000001,-0.7630000000000001,OrgDemand
period1,sc01,t1645,2025-03-10 13:27:00,-1.232,-1.232,OrgDemand
period1,sc01,t1646,2025-03-10 14:27:00,-2.378,-2.378,OrgDemand
period1,sc01,t1647,2025-03-10 15:27:00,-2.1580000000000004,-2.1580000000000004,OrgDemand
period1,sc01,t1648,2025-03-10 16:27:00,-0.9520000000000001,-0.9520000000000001,OrgDemand
period1,sc01,t1649,2025-03-10 17:27:00,-4.316,-4.316,OrgDemand
period1,sc01,t1650,2025-03-10 18:27:00,-2.5840000000000005,-2.5840000000000005,OrgDemand
period1,sc01,t1651,2025-03-10 19:27:00,-2.814,-2.814,OrgDemand
period1,sc01,t1652,2025-03-10 20:27:00,-6.286,-6.286,OrgDemand
period1,sc01,t1653,2025-03-10 21:27:00,-9.179000000000002,-9.179000000000002,OrgDemand
period1,sc01,t1654,2025-03-10 22:27:00,-6.460999999999999,-6.460999999999999,OrgDemand
period1,sc01,t1655,2025-03-10 23:27:00,-2.957,-2.957,OrgDemand
period1,sc01,t1656,2025-03-11 00:27:00,-4.823,-4.823,OrgDemand
period1,sc01,t1657,2025-03-11 01:27:00,-2.4770000000000003,-2.4770000000000003,OrgDemand
period1,sc01,t1658,2025-03-11 02:27:00,-2.4829999999999997,-2.4829999999999997,OrgDemand
period1,sc01,t1659,2025-03-11 03:27:00,-4.675,-4.675,OrgDemand
period1,sc01,t1660,2025-03-11 04:27:00,-1.785,-1.785,OrgDemand
period1,sc01,t1661,2025-03-11 05:27:00,-4.5889999999999995,-4.5889999999999995,OrgDemand
period1,sc01,t1662,2025-03-11 06:27:00,-2.511,-2.511,OrgDemand
period1,sc01,t1663,2025-03-11 07:27:00,-5.329999999999999,-5.329999999999999,OrgDemand
period1,sc01,t1664,2025-03-11 08:27:00,-3.5699999999999994,-3.5699999999999994,OrgDemand
period1,sc01,t1665,2025-03-11 09:27:00,-5.458,-5.458,OrgDemand
period1,sc01,t1666,2025-03-11 10:27:00,-3.042,-3.042,OrgDemand
period1,sc01,t1667,2025-03-11 11:27:00,-2.928,-2.928,OrgDemand
period1,sc01,t1668,2025-03-11 12:27:00,-2.782,-2.782,OrgDemand
period1,sc01,t1669,2025-03-11 13:27:00,-1.911,-1.911,OrgDemand
period1,sc01,t1670,2025-03-11 14:27:00,-3.469,-3.469,OrgDemand
period1,sc01,t1671,2025-03-11 15:27:00,-4.433000000000001,-4.433000000000001,OrgDemand
period1,sc01,t1672,2025-03-11 16:27:00,-2.5869999999999997,-2.5869999999999997,OrgDemand
period1,sc01,t1673,2025-03-11 17:27:00,-5.018,-5.018,OrgDemand
period1,sc01,t1674,2025-03-11 18:27:00,-4.572,-4.572,OrgDemand
period1,sc01,t1675,2025-03-11 19:27:00,-12.276,-12.276,OrgDemand
period1,sc01,t1676,2025-03-11 20:27:00,-6.864000000000001,-6.864000000000001,OrgDemand
period1,sc01,t1677,2025-03-11 21:27:00,-5.211000000000001,-5.211000000000001,OrgDemand
period1,sc01,t1678,2025-03-11 22:27:00,-4.979,-4.979,OrgDemand
period1,sc01,t1679,2025-03-11 23:27:00,-2.597,-2.597,OrgDemand
period1,sc01,t1680,2025-03-12 00:27:00,-5.2330000000000005,-5.2330000000000005,OrgDemand
period1,sc01,t1681,2025-03-12 01:27:00,-2.583,-2.583,OrgDemand
period1,sc01,t1682,2025-03-12 02:27:00,-4.827,-4.827,OrgDemand
period1,sc01,t1683,2025-03-12 03:27:00,-5.635999999999999,-5.635999999999999,OrgDemand
period1,sc01,t1684,2025-03-12 04:27:00,-2.8840000000000003,-2.8840000000000003,OrgDemand
period1,sc01,t1685,2025-03-12 05:27:00,-3.601,-3.601,OrgDemand
period1,sc01,t1686,2025-03-12 06:27:00,-2.939,-2.939,OrgDemand
period1,sc01,t1687,2025-03-12 07:27:00,-6.334,-6.334,OrgDemand
period1,sc01,t1688,2025-03-12 08:27:00,-2.786,-2.786,OrgDemand
period1,sc01,t1689,2025-03-12 09:27:00,-2.6359999999999992,-2.6359999999999992,OrgDemand
period1,sc01,t1690,2025-03-12 10:27:00,-4.134,-4.134,OrgDemand
period1,sc01,t1691,2025-03-12 11:27:00,-1.3530000000000002,-1.3530000000000002,OrgDemand
period1,sc01,t1692,2025-03-12 12:27:00,-1.677,-1.677,OrgDemand
period1,sc01,t1693,2025-03-12 13:27:00,-1.0710000000000002,-1.0710000000000002,OrgDemand
period1,sc01,t1694,2025-03-12 14:27:00,-1.339,-1.339,OrgDemand
period1,sc01,t1695,2025-03-12 15:27:00,-1.6679999999999997,-1.6679999999999997,OrgDemand
period1,sc01,t1696,2025-03-12 16:27:00,-2.9120000000000004,-2.9120000000000004,OrgDemand
period1,sc01,t1697,2025-03-12 17:27:00,-2.457,-2.457,OrgDemand
period1,sc01,t1698,2025-03-12 18:27:00,-2.1029999999999998,-2.1029999999999998,OrgDemand
period1,sc01,t1699,2025-03-12 19:27:00,-2.8979999999999997,-2.8979999999999997,OrgDemand
period1,sc01,t1700,2025-03-12 20:27:00,-5.5120000000000005,-5.5120000000000005,OrgDemand
period1,sc01,t1701,2025-03-12 21:27:00,-4.277,-4.277,OrgDemand
period1,sc01,t1702,2025-03-12 22:27:00,-2.873,-2.873,OrgDemand
period1,sc01,t1703,2025-03-12 23:27:00,-2.7909999999999995,-2.7909999999999995,OrgDemand
period1,sc01,t1704,2025-03-13 00:27:00,-3.809,-3.809,OrgDemand
period1,sc01,t1705,2025-03-13 01:27:00,-1.764,-1.764,OrgDemand
period1,sc01,t1706,2025-03-13 02:27:00,-4.425999999999999,-4.425999999999999,OrgDemand
period1,sc01,t1707,2025-03-13 03:27:00,-3.4320000000000004,-3.4320000000000004,OrgDemand
period1,sc01,t1708,2025-03-13 04:27:00,-1.9179999999999993,-1.9179999999999993,OrgDemand
period1,sc01,t1709,2025-03-13 05:27:00,-4.376999999999999,-4.376999999999999,OrgDemand
period1,sc01,t1710,2025-03-13 06:27:00,-2.233,-2.233,OrgDemand
period1,sc01,t1711,2025-03-13 07:27:00,-4.253,-4.253,OrgDemand
period1,sc01,t1712,2025-03-13 08:27:00,-2.247,-2.247,OrgDemand
period1,sc01,t1713,2025-03-13 09:27:00,-6.211184876999999,-6.211184876999999,OrgDemand
period1,sc01,t1714,2025-03-13 10:27:00,-3.418815123,-3.418815123,OrgDemand
period1,sc01,t1715,2025-03-13 11:27:00,-4.038416525,-4.038416525,OrgDemand
period1,sc01,t1716,2025-03-13 12:27:00,-4.7015834750000005,-4.7015834750000005,OrgDemand
period1,sc01,t1717,2025-03-13 13:27:00,-2.086,-2.086,OrgDemand
period1,sc01,t1718,2025-03-13 14:27:00,-3.9339999999999997,-3.9339999999999997,OrgDemand
period1,sc01,t1719,2025-03-13 15:27:00,-2.954242476,-2.954242476,OrgDemand
period1,sc01,t1720,2025-03-13 16:27:00,-3.4257575240000007,-3.4257575240000007,OrgDemand
period1,sc01,t1721,2025-03-13 17:27:00,-4.615,-4.615,OrgDemand
period1,sc01,t1722,2025-03-13 18:27:00,-2.205,-2.205,OrgDemand
period1,sc01,t1723,2025-03-13 19:27:00,-2.604,-2.604,OrgDemand
period1,sc01,t1724,2025-03-13 20:27:00,-5.656,-5.656,OrgDemand
period1,sc01,t1725,2025-03-13 21:27:00,-2.175,-2.175,OrgDemand
period1,sc01,t1726,2025-03-13 22:27:00,-3.965,-3.965,OrgDemand
period1,sc01,t1727,2025-03-13 23:27:00,-2.673,-2.673,OrgDemand
period1,sc01,t1728,2025-03-14 00:27:00,-4.147,-4.147,OrgDemand
period1,sc01,t1729,2025-03-14 01:27:00,-1.899,-1.899,OrgDemand
period1,sc01,t1730,2025-03-14 02:27:00,-3.471,-3.471,OrgDemand
period1,sc01,t1731,2025-03-14 03:27:00,-2.394,-2.394,OrgDemand
period1,sc01,t1732,2025-03-14 04:27:00,-4.786,-4.786,OrgDemand
period1,sc01,t1733,2025-03-14 05:27:00,-3.3939999999999997,-3.3939999999999997,OrgDemand
period1,sc01,t1734,2025-03-14 06:27:00,-1.456,-1.456,OrgDemand
period1,sc01,t1735,2025-03-14 07:27:00,-3.406,-3.406,OrgDemand
period1,sc01,t1736,2025-03-14 08:27:00,-3.8539999999999996,-3.8539999999999996,OrgDemand
period1,sc01,t1737,2025-03-14 09:27:00,-6.337999999999999,-6.337999999999999,OrgDemand
period1,sc01,t1738,2025-03-14 10:27:00,-2.6319999999999997,-2.6319999999999997,OrgDemand
period1,sc01,t1739,2025-03-14 11:27:00,-2.822,-2.822,OrgDemand
period1,sc01,t1740,2025-03-14 12:27:00,-4.888,-4.888,OrgDemand
period1,sc01,t1741,2025-03-14 13:27:00,-3.6619999999999995,-3.6619999999999995,OrgDemand
period1,sc01,t1742,2025-03-14 14:27:00,-2.028,-2.028,OrgDemand
period1,sc01,t1743,2025-03-14 15:27:00,-1.07431131,-1.07431131,OrgDemand
period1,sc01,t1744,2025-03-14 16:27:00,-2.6256886899999996,-2.6256886899999996,OrgDemand
period1,sc01,t1745,2025-03-14 17:27:00,-2.9899999999999998,-2.9899999999999998,OrgDemand
period1,sc01,t1746,2025-03-14 18:27:00,-2.0500000000000003,-2.0500000000000003,OrgDemand
period1,sc01,t1747,2025-03-14 19:27:00,-3.6090000000000004,-3.6090000000000004,OrgDemand
period1,sc01,t1748,2025-03-14 20:27:00,-1.701,-1.701,OrgDemand
period1,sc01,t1749,2025-03-14 21:27:00,-1.7480000000000002,-1.7480000000000002,OrgDemand
period1,sc01,t1750,2025-03-14 22:27:00,-3.1719999999999997,-3.1719999999999997,OrgDemand
period1,sc01,t1751,2025-03-14 23:27:00,-2.8350000000000004,-2.8350000000000004,OrgDemand
period1,sc01,t1752,2025-03-15 00:27:00,-3.055,-3.055,OrgDemand
period1,sc01,t1753,2025-03-15 01:27:00,-1.848,-1.848,OrgDemand
period1,sc01,t1754,2025-03-15 02:27:00,-4.452000000000001,-4.452000000000001,OrgDemand
period1,sc01,t1755,2025-03-15 03:27:00,-4.962999999999999,-4.962999999999999,OrgDemand
period1,sc01,t1756,2025-03-15 04:27:00,-1.827,-1.827,OrgDemand
period1,sc01,t1757,2025-03-15 05:27:00,-3.4119999999999995,-3.4119999999999995,OrgDemand
period1,sc01,t1758,2025-03-15 06:27:00,-1.778,-1.778,OrgDemand
period1,sc01,t1759,2025-03-15 07:27:00,-4.86,-4.86,OrgDemand
period1,sc01,t1760,2025-03-15 08:27:00,-1.54,-1.54,OrgDemand
period1,sc01,t1761,2025-03-15 09:27:00,-1.9200000000000008,-1.9200000000000008,OrgDemand
period1,sc01,t1762,2025-03-15 10:27:00,-2.4699999999999998,-2.4699999999999998,OrgDemand
period1,sc01,t1763,2025-03-15 11:27:00,-2.226,-2.226,OrgDemand
period1,sc01,t1764,2025-03-15 12:27:00,-2.314,-2.314,OrgDemand
period1,sc01,t1765,2025-03-15 13:27:00,-1.5119999999999996,-1.5119999999999996,OrgDemand
period1,sc01,t1766,2025-03-15 14:27:00,-2.2880000000000003,-2.2880000000000003,OrgDemand
period1,sc01,t1767,2025-03-15 15:27:00,-1.141,-1.141,OrgDemand
period1,sc01,t1768,2025-03-15 16:27:00,-2.2889999999999997,-2.2889999999999997,OrgDemand
period1,sc01,t1769,2025-03-15 17:27:00,-2.34,-2.34,OrgDemand
period1,sc01,t1770,2025-03-15 18:27:00,-2.75,-2.75,OrgDemand
period1,sc01,t1771,2025-03-15 19:27:00,-3.152,-3.152,OrgDemand
period1,sc01,t1772,2025-03-15 20:27:00,-4.758,-4.758,OrgDemand
period1,sc01,t1773,2025-03-15 21:27:00,-2.793,-2.793,OrgDemand
period1,sc01,t1774,2025-03-15 22:27:00,-5.507000000000001,-5.507000000000001,OrgDemand
period1,sc01,t1775,2025-03-15 23:27:00,-2.485,-2.485,OrgDemand
period1,sc01,t1776,2025-03-16 00:27:00,-4.755000000000001,-4.755000000000001,OrgDemand
period1,sc01,t1777,2025-03-16 01:27:00,-2.66,-2.66,OrgDemand
period1,sc01,t1778,2025-03-16 02:27:00,-4.9399999999999995,-4.9399999999999995,OrgDemand
period1,sc01,t1779,2025-03-16 03:27:00,-6.3660000000000005,-6.3660000000000005,OrgDemand
period1,sc01,t1780,2025-03-16 04:27:00,-5.044,-5.044,OrgDemand
period1,sc01,t1781,2025-03-16 05:27:00,-4.047000000000001,-4.047000000000001,OrgDemand
period1,sc01,t1782,2025-03-16 06:27:00,-0.6930000000000001,-0.6930000000000001,OrgDemand
period1,sc01,t1783,2025-03-16 07:27:00,-1.963,-1.963,OrgDemand
period1,sc01,t1784,2025-03-16 08:27:00,-4.537,-4.537,OrgDemand
period1,sc01,t1785,2025-03-16 09:27:00,-0.77,-0.77,OrgDemand
period1,sc01,t1786,2025-03-16 10:27:00,-2.44,-2.44,OrgDemand
period1,sc01,t1787,2025-03-16 11:27:00,-0.730416596,-0.730416596,OrgDemand
period1,sc01,t1788,2025-03-16 12:27:00,-2.339583404,-2.339583404,OrgDemand
period1,sc01,t1789,2025-03-16 13:27:00,-0.7070000000000001,-0.7070000000000001,OrgDemand
period1,sc01,t1790,2025-03-16 14:27:00,-1.953,-1.953,OrgDemand
period1,sc01,t1791,2025-03-16 15:27:00,-1.308522966,-1.308522966,OrgDemand
period1,sc01,t1792,2025-03-16 16:27:00,-1.981477034,-1.981477034,OrgDemand
period1,sc01,t1793,2025-03-16 17:27:00,-2.8089999999999997,-2.8089999999999997,OrgDemand
period1,sc01,t1794,2025-03-16 18:27:00,-1.2810000000000001,-1.2810000000000001,OrgDemand
period1,sc01,t1795,2025-03-16 19:27:00,-1.5959999999999999,-1.5959999999999999,OrgDemand
period1,sc01,t1796,2025-03-16 20:27:00,-6.363999999999999,-6.363999999999999,OrgDemand
period1,sc01,t1797,2025-03-16 21:27:00,-2.9639999999999986,-2.9639999999999986,OrgDemand
period1,sc01,t1798,2025-03-16 22:27:00,-4.5760000000000005,-4.5760000000000005,OrgDemand
period1,sc01,t1799,2025-03-16 23:27:00,-2.4930000000000003,-2.4930000000000003,OrgDemand
period1,sc01,t1800,2025-03-17 00:27:00,-3.627,-3.627,OrgDemand
period1,sc01,t1801,2025-03-17 01:27:00,-1.666,-1.666,OrgDemand
period1,sc01,t1802,2025-03-17 02:27:00,-4.304,-4.304,OrgDemand
period1,sc01,t1803,2025-03-17 03:27:00,-3.309,-3.309,OrgDemand
period1,sc01,t1804,2025-03-17 04:27:00,-4.381,-4.381,OrgDemand
period1,sc01,t1805,2025-03-17 05:27:00,-3.79,-3.79,OrgDemand
period1,sc01,t1806,2025-03-17 06:27:00,-1.96,-1.96,OrgDemand
period1,sc01,t1807,2025-03-17 07:27:00,-4.194999999999999,-4.194999999999999,OrgDemand
period1,sc01,t1808,2025-03-17 08:27:00,-1.995,-1.995,OrgDemand
period1,sc01,t1809,2025-03-17 09:27:00,-1.5959999999999999,-1.5959999999999999,OrgDemand
period1,sc01,t1810,2025-03-17 10:27:00,-4.1739999999999995,-4.1739999999999995,OrgDemand
period1,sc01,t1811,2025-03-17 11:27:00,-2.9010000000000007,-2.9010000000000007,OrgDemand
period1,sc01,t1812,2025-03-17 12:27:00,-4.329,-4.329,OrgDemand
period1,sc01,t1813,2025-03-17 13:27:00,-1.007,-1.007,OrgDemand
period1,sc01,t1814,2025-03-17 14:27:00,-1.183,-1.183,OrgDemand
period1,sc01,t1815,2025-03-17 15:27:00,-1.157,-1.157,OrgDemand
period1,sc01,t1816,2025-03-17 16:27:00,-0.903,-0.903,OrgDemand
period1,sc01,t1817,2025-03-17 17:27:00,-2.4239999999999995,-2.4239999999999995,OrgDemand
period1,sc01,t1818,2025-03-17 18:27:00,-1.176,-1.176,OrgDemand
period1,sc01,t1819,2025-03-17 19:27:00,-1.75,-1.75,OrgDemand
period1,sc01,t1820,2025-03-17 20:27:00,-3.6500000000000004,-3.6500000000000004,OrgDemand
period1,sc01,t1821,2025-03-17 21:27:00,-3.1,-3.1,OrgDemand
period1,sc01,t1822,2025-03-17 22:27:00,-3.9,-3.9,OrgDemand
period1,sc01,t1823,2025-03-17 23:27:00,-2.359,-2.359,OrgDemand
period1,sc01,t1824,2025-03-18 00:27:00,-4.911,-4.911,OrgDemand
period1,sc01,t1825,2025-03-18 01:27:00,-2.0459999999999994,-2.0459999999999994,OrgDemand
period1,sc01,t1826,2025-03-18 02:27:00,-3.224,-3.224,OrgDemand
period1,sc01,t1827,2025-03-18 03:27:00,-2.8600000000000003,-2.8600000000000003,OrgDemand
period1,sc01,t1828,2025-03-18 04:27:00,-1.87,-1.87,OrgDemand
period1,sc01,t1829,2025-03-18 05:27:00,-2.9820000000000007,-2.9820000000000007,OrgDemand
period1,sc01,t1830,2025-03-18 06:27:00,-1.568,-1.568,OrgDemand
period1,sc01,t1831,2025-03-18 07:27:00,-3.3280000000000003,-3.3280000000000003,OrgDemand
period1,sc01,t1832,2025-03-18 08:27:00,-3.232,-3.232,OrgDemand
period1,sc01,t1833,2025-03-18 09:27:00,-1.7910000000000004,-1.7910000000000004,OrgDemand
period1,sc01,t1834,2025-03-18 10:27:00,-3.029,-3.029,OrgDemand
period1,sc01,t1835,2025-03-18 11:27:00,-1.155,-1.155,OrgDemand
period1,sc01,t1836,2025-03-18 12:27:00,-2.5549999999999997,-2.5549999999999997,OrgDemand
period1,sc01,t1837,2025-03-18 13:27:00,-1.75,-1.75,OrgDemand
period1,sc01,t1838,2025-03-18 14:27:00,-3.62,-3.62,OrgDemand
period1,sc01,t1839,2025-03-18 15:27:00,-2.205,-2.205,OrgDemand
period1,sc01,t1840,2025-03-18 16:27:00,-4.525,-4.525,OrgDemand
period1,sc01,t1841,2025-03-18 17:27:00,-3.4000000000000004,-3.4000000000000004,OrgDemand
period1,sc01,t1842,2025-03-18 18:27:00,-1.75,-1.75,OrgDemand
period1,sc01,t1843,2025-03-18 19:27:00,-2.266,-2.266,OrgDemand
