Period,Scenario,LoadLevel,TotalOutput,Date
period1,sc01,t0004,0.0,2025-01-01 04:27:00
period1,sc01,t6954,0.0,2025-10-17 18:27:00
period1,sc01,t6955,0.0,2025-10-17 19:27:00
period1,sc01,t6956,0.0,2025-10-17 20:27:00
period1,sc01,t6957,0.0,2025-10-17 21:27:00
period1,sc01,t6958,0.0,2025-10-17 22:27:00
period1,sc01,t6959,0.0,2025-10-17 23:27:00
period1,sc01,t6960,0.0,2025-10-18 00:27:00
period1,sc01,t0289,0.0,2025-01-13 01:27:00
period1,sc01,t0290,0.0,2025-01-13 02:27:00
period1,sc01,t0291,0.0,2025-01-13 03:27:00
period1,sc01,t0292,0.0,2025-01-13 04:27:00
period1,sc01,t0293,0.0,2025-01-13 05:27:00
period1,sc01,t0294,0.0,2025-01-13 06:27:00
period1,sc01,t6981,0.0,2025-10-18 21:27:00
period1,sc01,t6982,0.0,2025-10-18 22:27:00
period1,sc01,t6983,0.0,2025-10-18 23:27:00
period1,sc01,t6984,0.0,2025-10-19 00:27:00
period1,sc01,t6985,0.0,2025-10-19 01:27:00
period1,sc01,t6986,0.0,2025-10-19 02:27:00
period1,sc01,t6987,0.0,2025-10-19 03:27:00
period1,sc01,t6988,0.0,2025-10-19 04:27:00
period1,sc01,t6989,0.0,2025-10-19 05:27:00
period1,sc01,t6990,0.0,2025-10-19 06:27:00
period1,sc01,t6991,0.0,2025-10-19 07:27:00
period1,sc01,t6961,0.0,2025-10-18 01:27:00
period1,sc01,t6962,0.0,2025-10-18 02:27:00
period1,sc01,t6963,0.0,2025-10-18 03:27:00
period1,sc01,t6964,0.0,2025-10-18 04:27:00
period1,sc01,t7015,0.0,2025-10-20 07:27:00
period1,sc01,t7002,0.0,2025-10-19 18:27:00
period1,sc01,t7003,0.0,2025-10-19 19:27:00
period1,sc01,t7004,0.0,2025-10-19 20:27:00
period1,sc01,t7005,0.0,2025-10-19 21:27:00
period1,sc01,t7006,0.0,2025-10-19 22:27:00
period1,sc01,t7007,0.0,2025-10-19 23:27:00
period1,sc01,t7008,0.0,2025-10-20 00:27:00
period1,sc01,t6978,0.0,2025-10-18 18:27:00
period1,sc01,t6979,0.0,2025-10-18 19:27:00
period1,sc01,t6980,0.0,2025-10-18 20:27:00
period1,sc01,t7031,0.0,2025-10-20 23:27:00
period1,sc01,t7032,0.0,2025-10-21 00:27:00
period1,sc01,t7033,0.0,2025-10-21 01:27:00
period1,sc01,t7034,0.0,2025-10-21 02:27:00
period1,sc01,t7035,0.0,2025-10-21 03:27:00
period1,sc01,t7036,0.0,2025-10-21 04:27:00
period1,sc01,t7037,0.0,2025-10-21 05:27:00
period1,sc01,t7038,0.0,2025-10-21 06:27:00
period1,sc01,t8705,0.0,2025-12-29 17:27:00
period1,sc01,t7009,0.0,2025-10-20 01:27:00
period1,sc01,t7010,0.0,2025-10-20 02:27:00
period1,sc01,t7011,0.0,2025-10-20 03:27:00
period1,sc01,t7012,0.0,2025-10-20 04:27:00
period1,sc01,t7013,0.0,2025-10-20 05:27:00
period1,sc01,t7014,0.0,2025-10-20 06:27:00
period1,sc01,t0281,0.0,2025-01-12 17:27:00
period1,sc01,t0282,0.0,2025-01-12 18:27:00
period1,sc01,t0283,0.0,2025-01-12 19:27:00
period1,sc01,t0284,0.0,2025-01-12 20:27:00
period1,sc01,t0285,0.0,2025-01-12 21:27:00
period1,sc01,t0286,0.0,2025-01-12 22:27:00
period1,sc01,t0287,0.0,2025-01-12 23:27:00
period1,sc01,t1971,0.0,2025-03-24 03:27:00
period1,sc01,t1972,0.0,2025-03-24 04:27:00
period1,sc01,t1973,0.0,2025-03-24 05:27:00
period1,sc01,t1940,0.0,2025-03-22 20:27:00
period1,sc01,t1941,0.0,2025-03-22 21:27:00
period1,sc01,t1942,0.0,2025-03-22 22:27:00
period1,sc01,t1943,0.0,2025-03-22 23:27:00
period1,sc01,t1944,0.0,2025-03-23 00:27:00
period1,sc01,t1945,0.0,2025-03-23 01:27:00
period1,sc01,t1946,0.0,2025-03-23 02:27:00
period1,sc01,t1947,0.0,2025-03-23 03:27:00
period1,sc01,t1948,0.0,2025-03-23 04:27:00
period1,sc01,t1949,0.0,2025-03-23 05:27:00
period1,sc01,t0002,0.0,2025-01-01 02:27:00
period1,sc01,t4369,0.0,2025-07-02 01:27:00
period1,sc01,t0288,0.0,2025-01-13 00:27:00
period1,sc01,t7026,0.0,2025-10-20 18:27:00
period1,sc01,t7027,0.0,2025-10-20 19:27:00
period1,sc01,t7028,0.0,2025-10-20 20:27:00
period1,sc01,t7029,0.0,2025-10-20 21:27:00
period1,sc01,t7030,0.0,2025-10-20 22:27:00
period1,sc01,t3050,0.0,2025-05-08 02:27:00
period1,sc01,t3051,0.0,2025-05-08 03:27:00
period1,sc01,t3430,0.0,2025-05-23 22:27:00
period1,sc01,t7052,0.0,2025-10-21 20:27:00
period1,sc01,t7053,0.0,2025-10-21 21:27:00
period1,sc01,t7054,0.0,2025-10-21 22:27:00
period1,sc01,t7055,0.0,2025-10-21 23:27:00
period1,sc01,t3935,0.0,2025-06-13 23:27:00
period1,sc01,t2444,0.0,2025-04-12 20:27:00
period1,sc01,t2445,0.0,2025-04-12 21:27:00
period1,sc01,t2446,0.0,2025-04-12 22:27:00
period1,sc01,t2447,0.0,2025-04-12 23:27:00
period1,sc01,t2448,0.0,2025-04-13 00:27:00
period1,sc01,t3962,0.0,2025-06-15 02:27:00
period1,sc01,t2401,0.0,2025-04-11 01:27:00
period1,sc01,t2402,0.0,2025-04-11 02:27:00
period1,sc01,t2403,0.0,2025-04-11 03:27:00
period1,sc01,t2404,0.0,2025-04-11 04:27:00
period1,sc01,t2405,0.0,2025-04-11 05:27:00
period1,sc01,t7056,0.0,2025-10-22 00:27:00
period1,sc01,t0273,0.0,2025-01-12 09:27:00
period1,sc01,t7061,0.0,2025-10-22 05:27:00
period1,sc01,t7062,0.0,2025-10-22 06:27:00
period1,sc01,t0003,0.0,2025-01-01 03:27:00
period1,sc01,t7050,0.0,2025-10-21 18:27:00
period1,sc01,t7051,0.0,2025-10-21 19:27:00
period1,sc01,t3045,0.0,2025-05-07 21:27:00
period1,sc01,t3046,0.0,2025-05-07 22:27:00
period1,sc01,t3047,0.0,2025-05-07 23:27:00
period1,sc01,t3048,0.0,2025-05-08 00:27:00
period1,sc01,t3049,0.0,2025-05-08 01:27:00
period1,sc01,t7077,0.0,2025-10-22 21:27:00
period1,sc01,t7078,0.0,2025-10-22 22:27:00
period1,sc01,t7079,0.0,2025-10-22 23:27:00
period1,sc01,t7080,0.0,2025-10-23 00:27:00
period1,sc01,t7081,0.0,2025-10-23 01:27:00
period1,sc01,t7082,0.0,2025-10-23 02:27:00
period1,sc01,t7083,0.0,2025-10-23 03:27:00
period1,sc01,t7084,0.0,2025-10-23 04:27:00
period1,sc01,t7085,0.0,2025-10-23 05:27:00
period1,sc01,t7086,0.0,2025-10-23 06:27:00
period1,sc01,t7087,0.0,2025-10-23 07:27:00
period1,sc01,t0008,0.0,2025-01-01 08:27:00
period1,sc01,t7057,0.0,2025-10-22 01:27:00
period1,sc01,t7058,0.0,2025-10-22 02:27:00
period1,sc01,t7059,0.0,2025-10-22 03:27:00
period1,sc01,t7060,0.0,2025-10-22 04:27:00
period1,sc01,t3411,0.0,2025-05-23 03:27:00
period1,sc01,t3069,0.0,2025-05-08 21:27:00
period1,sc01,t3070,0.0,2025-05-08 22:27:00
period1,sc01,t7098,0.0,2025-10-23 18:27:00
period1,sc01,t7099,0.0,2025-10-23 19:27:00
period1,sc01,t7100,0.0,2025-10-23 20:27:00
period1,sc01,t7101,0.0,2025-10-23 21:27:00
period1,sc01,t7102,0.0,2025-10-23 22:27:00
period1,sc01,t7103,0.0,2025-10-23 23:27:00
period1,sc01,t7104,0.0,2025-10-24 00:27:00
period1,sc01,t7073,0.0,2025-10-22 17:27:00
period1,sc01,t7074,0.0,2025-10-22 18:27:00
period1,sc01,t7075,0.0,2025-10-22 19:27:00
period1,sc01,t7076,0.0,2025-10-22 20:27:00
period1,sc01,t7110,0.0,2025-10-24 06:27:00
period1,sc01,t1997,0.0,2025-03-25 05:27:00
period1,sc01,t0021,0.0,2025-01-01 21:27:00
period1,sc01,t4343,0.0,2025-06-30 23:27:00
period1,sc01,t1964,0.0,2025-03-23 20:27:00
period1,sc01,t1965,0.0,2025-03-23 21:27:00
period1,sc01,t1966,0.0,2025-03-23 22:27:00
period1,sc01,t1967,0.0,2025-03-23 23:27:00
period1,sc01,t1968,0.0,2025-03-24 00:27:00
period1,sc01,t4366,0.0,2025-07-01 22:27:00
period1,sc01,t4367,0.0,2025-07-01 23:27:00
period1,sc01,t4368,0.0,2025-07-02 00:27:00
period1,sc01,t1969,0.0,2025-03-24 01:27:00
period1,sc01,t1970,0.0,2025-03-24 02:27:00
period1,sc01,t7111,0.0,2025-10-24 07:27:00
period1,sc01,t3431,0.0,2025-05-23 23:27:00
period1,sc01,t3432,0.0,2025-05-24 00:27:00
period1,sc01,t3433,0.0,2025-05-24 01:27:00
period1,sc01,t3434,0.0,2025-05-24 02:27:00
period1,sc01,t3435,0.0,2025-05-24 03:27:00
period1,sc01,t3409,0.0,2025-05-23 01:27:00
period1,sc01,t3410,0.0,2025-05-23 02:27:00
period1,sc01,t7126,0.0,2025-10-24 22:27:00
period1,sc01,t7127,0.0,2025-10-24 23:27:00
period1,sc01,t7128,0.0,2025-10-25 00:27:00
period1,sc01,t7129,0.0,2025-10-25 01:27:00
period1,sc01,t7130,0.0,2025-10-25 02:27:00
period1,sc01,t7131,0.0,2025-10-25 03:27:00
period1,sc01,t7132,0.0,2025-10-25 04:27:00
period1,sc01,t7133,0.0,2025-10-25 05:27:00
period1,sc01,t7134,0.0,2025-10-25 06:27:00
period1,sc01,t7105,0.0,2025-10-24 01:27:00
period1,sc01,t7106,0.0,2025-10-24 02:27:00
period1,sc01,t7107,0.0,2025-10-24 03:27:00
period1,sc01,t7108,0.0,2025-10-24 04:27:00
period1,sc01,t7109,0.0,2025-10-24 05:27:00
period1,sc01,t7158,0.0,2025-10-26 06:27:00
period1,sc01,t7159,0.0,2025-10-26 07:27:00
period1,sc01,t7146,0.0,2025-10-25 18:27:00
period1,sc01,t7147,0.0,2025-10-25 19:27:00
period1,sc01,t7148,0.0,2025-10-25 20:27:00
period1,sc01,t7149,0.0,2025-10-25 21:27:00
period1,sc01,t7150,0.0,2025-10-25 22:27:00
period1,sc01,t7151,0.0,2025-10-25 23:27:00
period1,sc01,t7152,0.0,2025-10-26 00:27:00
period1,sc01,t7122,0.0,2025-10-24 18:27:00
period1,sc01,t7123,0.0,2025-10-24 19:27:00
period1,sc01,t7124,0.0,2025-10-24 20:27:00
period1,sc01,t7125,0.0,2025-10-24 21:27:00
period1,sc01,t7174,0.0,2025-10-26 22:27:00
period1,sc01,t7175,0.0,2025-10-26 23:27:00
period1,sc01,t7176,0.0,2025-10-27 00:27:00
period1,sc01,t7177,0.0,2025-10-27 01:27:00
period1,sc01,t7178,0.0,2025-10-27 02:27:00
period1,sc01,t7179,0.0,2025-10-27 03:27:00
period1,sc01,t7180,0.0,2025-10-27 04:27:00
period1,sc01,t7181,0.0,2025-10-27 05:27:00
period1,sc01,t7182,0.0,2025-10-27 06:27:00
period1,sc01,t8719,0.0,2025-12-30 07:27:00
period1,sc01,t7153,0.0,2025-10-26 01:27:00
period1,sc01,t7154,0.0,2025-10-26 02:27:00
period1,sc01,t7155,0.0,2025-10-26 03:27:00
period1,sc01,t7156,0.0,2025-10-26 04:27:00
period1,sc01,t7157,0.0,2025-10-26 05:27:00
period1,sc01,t0262,0.0,2025-01-11 22:27:00
period1,sc01,t0263,0.0,2025-01-11 23:27:00
period1,sc01,t0264,0.0,2025-01-12 00:27:00
period1,sc01,t0265,0.0,2025-01-12 01:27:00
period1,sc01,t0266,0.0,2025-01-12 02:27:00
period1,sc01,t0267,0.0,2025-01-12 03:27:00
period1,sc01,t0268,0.0,2025-01-12 04:27:00
period1,sc01,t0269,0.0,2025-01-12 05:27:00
period1,sc01,t0270,0.0,2025-01-12 06:27:00
period1,sc01,t0271,0.0,2025-01-12 07:27:00
period1,sc01,t0272,0.0,2025-01-12 08:27:00
period1,sc01,t7170,0.0,2025-10-26 18:27:00
period1,sc01,t7171,0.0,2025-10-26 19:27:00
period1,sc01,t7172,0.0,2025-10-26 20:27:00
period1,sc01,t7173,0.0,2025-10-26 21:27:00
period1,sc01,t3406,0.0,2025-05-22 22:27:00
period1,sc01,t3407,0.0,2025-05-22 23:27:00
period1,sc01,t3408,0.0,2025-05-23 00:27:00
period1,sc01,t3094,0.0,2025-05-09 22:27:00
period1,sc01,t3095,0.0,2025-05-09 23:27:00
period1,sc01,t7196,0.0,2025-10-27 20:27:00
period1,sc01,t7197,0.0,2025-10-27 21:27:00
period1,sc01,t7198,0.0,2025-10-27 22:27:00
period1,sc01,t7199,0.0,2025-10-27 23:27:00
period1,sc01,t7200,0.0,2025-10-28 00:27:00
period1,sc01,t0257,0.0,2025-01-11 17:27:00
period1,sc01,t0258,0.0,2025-01-11 18:27:00
period1,sc01,t0259,0.0,2025-01-11 19:27:00
period1,sc01,t0260,0.0,2025-01-11 20:27:00
period1,sc01,t0261,0.0,2025-01-11 21:27:00
period1,sc01,t7205,0.0,2025-10-28 05:27:00
period1,sc01,t7206,0.0,2025-10-28 06:27:00
period1,sc01,t7194,0.0,2025-10-27 18:27:00
period1,sc01,t7195,0.0,2025-10-27 19:27:00
period1,sc01,t3071,0.0,2025-05-08 23:27:00
period1,sc01,t3913,0.0,2025-06-13 01:27:00
period1,sc01,t3914,0.0,2025-06-13 02:27:00
period1,sc01,t2469,0.0,2025-04-13 21:27:00
period1,sc01,t2470,0.0,2025-04-13 22:27:00
period1,sc01,t2423,0.0,2025-04-11 23:27:00
period1,sc01,t2424,0.0,2025-04-12 00:27:00
period1,sc01,t2425,0.0,2025-04-12 01:27:00
period1,sc01,t2426,0.0,2025-04-12 02:27:00
period1,sc01,t2427,0.0,2025-04-12 03:27:00
period1,sc01,t2428,0.0,2025-04-12 04:27:00
period1,sc01,t3934,0.0,2025-06-13 22:27:00
period1,sc01,t3072,0.0,2025-05-09 00:27:00
period1,sc01,t3073,0.0,2025-05-09 01:27:00
period1,sc01,t3074,0.0,2025-05-09 02:27:00
period1,sc01,t4151,0.0,2025-06-22 23:27:00
period1,sc01,t4152,0.0,2025-06-23 00:27:00
period1,sc01,t4153,0.0,2025-06-23 01:27:00
period1,sc01,t4154,0.0,2025-06-23 02:27:00
period1,sc01,t4155,0.0,2025-06-23 03:27:00
period1,sc01,t3767,0.0,2025-06-06 23:27:00
period1,sc01,t3768,0.0,2025-06-07 00:27:00
period1,sc01,t3769,0.0,2025-06-07 01:27:00
period1,sc01,t2163,0.0,2025-04-01 03:27:00
period1,sc01,t2164,0.0,2025-04-01 04:27:00
period1,sc01,t2165,0.0,2025-04-01 05:27:00
period1,sc01,t1995,0.0,2025-03-25 03:27:00
period1,sc01,t1996,0.0,2025-03-25 04:27:00
period1,sc01,t3075,0.0,2025-05-09 03:27:00
period1,sc01,t8689,0.0,2025-12-29 01:27:00
period1,sc01,t7221,0.0,2025-10-28 21:27:00
period1,sc01,t7222,0.0,2025-10-28 22:27:00
period1,sc01,t7223,0.0,2025-10-28 23:27:00
period1,sc01,t7224,0.0,2025-10-29 00:27:00
period1,sc01,t7225,0.0,2025-10-29 01:27:00
period1,sc01,t7226,0.0,2025-10-29 02:27:00
period1,sc01,t7227,0.0,2025-10-29 03:27:00
period1,sc01,t7228,0.0,2025-10-29 04:27:00
period1,sc01,t7229,0.0,2025-10-29 05:27:00
period1,sc01,t7230,0.0,2025-10-29 06:27:00
period1,sc01,t7231,0.0,2025-10-29 07:27:00
period1,sc01,t7201,0.0,2025-10-28 01:27:00
period1,sc01,t7202,0.0,2025-10-28 02:27:00
period1,sc01,t7203,0.0,2025-10-28 03:27:00
period1,sc01,t7204,0.0,2025-10-28 04:27:00
period1,sc01,t0245,0.0,2025-01-11 05:27:00
period1,sc01,t0246,0.0,2025-01-11 06:27:00
period1,sc01,t0247,0.0,2025-01-11 07:27:00
period1,sc01,t0248,0.0,2025-01-11 08:27:00
period1,sc01,t0249,0.0,2025-01-11 09:27:00
period1,sc01,t0250,0.0,2025-01-11 10:27:00
period1,sc01,t0251,0.0,2025-01-11 11:27:00
period1,sc01,t0256,0.0,2025-01-11 16:27:00
period1,sc01,t7218,0.0,2025-10-28 18:27:00
period1,sc01,t7219,0.0,2025-10-28 19:27:00
period1,sc01,t7220,0.0,2025-10-28 20:27:00
period1,sc01,t7253,0.0,2025-10-30 05:27:00
period1,sc01,t7254,0.0,2025-10-30 06:27:00
period1,sc01,t7255,0.0,2025-10-30 07:27:00
period1,sc01,t7242,0.0,2025-10-29 18:27:00
period1,sc01,t7243,0.0,2025-10-29 19:27:00
period1,sc01,t7244,0.0,2025-10-29 20:27:00
period1,sc01,t7245,0.0,2025-10-29 21:27:00
period1,sc01,t7246,0.0,2025-10-29 22:27:00
period1,sc01,t7247,0.0,2025-10-29 23:27:00
period1,sc01,t7248,0.0,2025-10-30 00:27:00
period1,sc01,t0241,0.0,2025-01-11 01:27:00
period1,sc01,t0242,0.0,2025-01-11 02:27:00
period1,sc01,t0243,0.0,2025-01-11 03:27:00
period1,sc01,t0244,0.0,2025-01-11 04:27:00
period1,sc01,t7269,0.0,2025-10-30 21:27:00
period1,sc01,t7270,0.0,2025-10-30 22:27:00
period1,sc01,t7271,0.0,2025-10-30 23:27:00
period1,sc01,t7272,0.0,2025-10-31 00:27:00
period1,sc01,t7273,0.0,2025-10-31 01:27:00
period1,sc01,t7274,0.0,2025-10-31 02:27:00
period1,sc01,t7275,0.0,2025-10-31 03:27:00
period1,sc01,t7276,0.0,2025-10-31 04:27:00
period1,sc01,t7277,0.0,2025-10-31 05:27:00
period1,sc01,t7278,0.0,2025-10-31 06:27:00
period1,sc01,t7249,0.0,2025-10-30 01:27:00
period1,sc01,t7250,0.0,2025-10-30 02:27:00
period1,sc01,t7251,0.0,2025-10-30 03:27:00
period1,sc01,t7252,0.0,2025-10-30 04:27:00
period1,sc01,t0229,0.0,2025-01-10 13:27:00
period1,sc01,t0230,0.0,2025-01-10 14:27:00
period1,sc01,t0231,0.0,2025-01-10 15:27:00
period1,sc01,t0232,0.0,2025-01-10 16:27:00
period1,sc01,t0233,0.0,2025-01-10 17:27:00
period1,sc01,t0234,0.0,2025-01-10 18:27:00
period1,sc01,t0235,0.0,2025-01-10 19:27:00
period1,sc01,t0236,0.0,2025-01-10 20:27:00
period1,sc01,t0237,0.0,2025-01-10 21:27:00
period1,sc01,t0238,0.0,2025-01-10 22:27:00
period1,sc01,t0239,0.0,2025-01-10 23:27:00
period1,sc01,t0240,0.0,2025-01-11 00:27:00
period1,sc01,t7266,0.0,2025-10-30 18:27:00
period1,sc01,t7267,0.0,2025-10-30 19:27:00
period1,sc01,t7268,0.0,2025-10-30 20:27:00
period1,sc01,t7301,0.0,2025-11-01 05:27:00
period1,sc01,t7302,0.0,2025-11-01 06:27:00
period1,sc01,t7290,0.0,2025-10-31 18:27:00
period1,sc01,t7291,0.0,2025-10-31 19:27:00
period1,sc01,t7292,0.0,2025-10-31 20:27:00
period1,sc01,t7293,0.0,2025-10-31 21:27:00
period1,sc01,t7294,0.0,2025-10-31 22:27:00
period1,sc01,t7295,0.0,2025-10-31 23:27:00
period1,sc01,t7296,0.0,2025-11-01 00:27:00
period1,sc01,t0225,0.0,2025-01-10 09:27:00
period1,sc01,t0226,0.0,2025-01-10 10:27:00
period1,sc01,t0227,0.0,2025-01-10 11:27:00
period1,sc01,t0228,0.0,2025-01-10 12:27:00
period1,sc01,t7317,0.0,2025-11-01 21:27:00
period1,sc01,t7318,0.0,2025-11-01 22:27:00
period1,sc01,t7319,0.0,2025-11-01 23:27:00
period1,sc01,t7320,0.0,2025-11-02 00:27:00
period1,sc01,t7321,0.0,2025-11-02 01:27:00
period1,sc01,t7322,0.0,2025-11-02 02:27:00
period1,sc01,t7323,0.0,2025-11-02 03:27:00
period1,sc01,t7324,0.0,2025-11-02 04:27:00
period1,sc01,t7325,0.0,2025-11-02 05:27:00
period1,sc01,t7326,0.0,2025-11-02 06:27:00
period1,sc01,t7327,0.0,2025-11-02 07:27:00
period1,sc01,t7297,0.0,2025-11-01 01:27:00
period1,sc01,t7298,0.0,2025-11-01 02:27:00
period1,sc01,t7299,0.0,2025-11-01 03:27:00
period1,sc01,t7300,0.0,2025-11-01 04:27:00
period1,sc01,t0221,0.0,2025-01-10 05:27:00
period1,sc01,t8690,0.0,2025-12-29 02:27:00
period1,sc01,t2637,0.0,2025-04-20 21:27:00
period1,sc01,t2638,0.0,2025-04-20 22:27:00
period1,sc01,t2639,0.0,2025-04-20 23:27:00
period1,sc01,t1988,0.0,2025-03-24 20:27:00
period1,sc01,t1989,0.0,2025-03-24 21:27:00
period1,sc01,t1990,0.0,2025-03-24 22:27:00
period1,sc01,t1991,0.0,2025-03-24 23:27:00
period1,sc01,t1992,0.0,2025-03-25 00:27:00
period1,sc01,t1993,0.0,2025-03-25 01:27:00
period1,sc01,t1994,0.0,2025-03-25 02:27:00
period1,sc01,t4150,0.0,2025-06-22 22:27:00
period1,sc01,t0222,0.0,2025-01-10 06:27:00
period1,sc01,t0223,0.0,2025-01-10 07:27:00
period1,sc01,t0224,0.0,2025-01-10 08:27:00
period1,sc01,t7338,0.0,2025-11-02 18:27:00
period1,sc01,t7339,0.0,2025-11-02 19:27:00
period1,sc01,t7340,0.0,2025-11-02 20:27:00
period1,sc01,t7341,0.0,2025-11-02 21:27:00
period1,sc01,t7342,0.0,2025-11-02 22:27:00
period1,sc01,t7343,0.0,2025-11-02 23:27:00
period1,sc01,t7344,0.0,2025-11-03 00:27:00
period1,sc01,t7314,0.0,2025-11-01 18:27:00
period1,sc01,t7315,0.0,2025-11-01 19:27:00
period1,sc01,t7316,0.0,2025-11-01 20:27:00
period1,sc01,t7350,0.0,2025-11-03 06:27:00
period1,sc01,t7351,0.0,2025-11-03 07:27:00
period1,sc01,t0209,0.0,2025-01-09 17:27:00
period1,sc01,t0210,0.0,2025-01-09 18:27:00
period1,sc01,t0211,0.0,2025-01-09 19:27:00
period1,sc01,t0212,0.0,2025-01-09 20:27:00
period1,sc01,t0213,0.0,2025-01-09 21:27:00
period1,sc01,t0214,0.0,2025-01-09 22:27:00
period1,sc01,t0215,0.0,2025-01-09 23:27:00
period1,sc01,t0216,0.0,2025-01-10 00:27:00
period1,sc01,t0217,0.0,2025-01-10 01:27:00
period1,sc01,t0218,0.0,2025-01-10 02:27:00
period1,sc01,t0219,0.0,2025-01-10 03:27:00
period1,sc01,t0220,0.0,2025-01-10 04:27:00
period1,sc01,t7366,0.0,2025-11-03 22:27:00
period1,sc01,t7367,0.0,2025-11-03 23:27:00
period1,sc01,t7368,0.0,2025-11-04 00:27:00
period1,sc01,t7369,0.0,2025-11-04 01:27:00
period1,sc01,t7370,0.0,2025-11-04 02:27:00
period1,sc01,t7371,0.0,2025-11-04 03:27:00
period1,sc01,t7372,0.0,2025-11-04 04:27:00
period1,sc01,t7373,0.0,2025-11-04 05:27:00
period1,sc01,t7374,0.0,2025-11-04 06:27:00
period1,sc01,t8691,0.0,2025-12-29 03:27:00
period1,sc01,t7345,0.0,2025-11-03 01:27:00
period1,sc01,t7346,0.0,2025-11-03 02:27:00
period1,sc01,t7347,0.0,2025-11-03 03:27:00
period1,sc01,t7348,0.0,2025-11-03 04:27:00
period1,sc01,t7349,0.0,2025-11-03 05:27:00
period1,sc01,t0206,0.0,2025-01-09 14:27:00
period1,sc01,t0207,0.0,2025-01-09 15:27:00
period1,sc01,t0208,0.0,2025-01-09 16:27:00
period1,sc01,t7386,0.0,2025-11-04 18:27:00
period1,sc01,t7387,0.0,2025-11-04 19:27:00
period1,sc01,t7388,0.0,2025-11-04 20:27:00
period1,sc01,t7389,0.0,2025-11-04 21:27:00
period1,sc01,t7390,0.0,2025-11-04 22:27:00
period1,sc01,t7391,0.0,2025-11-04 23:27:00
period1,sc01,t7392,0.0,2025-11-05 00:27:00
period1,sc01,t7362,0.0,2025-11-03 18:27:00
period1,sc01,t7363,0.0,2025-11-03 19:27:00
period1,sc01,t7364,0.0,2025-11-03 20:27:00
period1,sc01,t7365,0.0,2025-11-03 21:27:00
period1,sc01,t7398,0.0,2025-11-05 06:27:00
period1,sc01,t7399,0.0,2025-11-05 07:27:00
period1,sc01,t0193,0.0,2025-01-09 01:27:00
period1,sc01,t0194,0.0,2025-01-09 02:27:00
period1,sc01,t0195,0.0,2025-01-09 03:27:00
period1,sc01,t0196,0.0,2025-01-09 04:27:00
period1,sc01,t0197,0.0,2025-01-09 05:27:00
period1,sc01,t0198,0.0,2025-01-09 06:27:00
period1,sc01,t0199,0.0,2025-01-09 07:27:00
period1,sc01,t0200,0.0,2025-01-09 08:27:00
period1,sc01,t0201,0.0,2025-01-09 09:27:00
period1,sc01,t0202,0.0,2025-01-09 10:27:00
period1,sc01,t0203,0.0,2025-01-09 11:27:00
period1,sc01,t0204,0.0,2025-01-09 12:27:00
period1,sc01,t0205,0.0,2025-01-09 13:27:00
period1,sc01,t7414,0.0,2025-11-05 22:27:00
period1,sc01,t7415,0.0,2025-11-05 23:27:00
period1,sc01,t7416,0.0,2025-11-06 00:27:00
period1,sc01,t7417,0.0,2025-11-06 01:27:00
period1,sc01,t7418,0.0,2025-11-06 02:27:00
period1,sc01,t7419,0.0,2025-11-06 03:27:00
period1,sc01,t7420,0.0,2025-11-06 04:27:00
period1,sc01,t7421,0.0,2025-11-06 05:27:00
period1,sc01,t7422,0.0,2025-11-06 06:27:00
period1,sc01,t7423,0.0,2025-11-06 07:27:00
period1,sc01,t7424,0.0,2025-11-06 08:27:00
period1,sc01,t7393,0.0,2025-11-05 01:27:00
period1,sc01,t7394,0.0,2025-11-05 02:27:00
period1,sc01,t7395,0.0,2025-11-05 03:27:00
period1,sc01,t7396,0.0,2025-11-05 04:27:00
period1,sc01,t7397,0.0,2025-11-05 05:27:00
period1,sc01,t3385,0.0,2025-05-22 01:27:00
period1,sc01,t3386,0.0,2025-05-22 02:27:00
period1,sc01,t3387,0.0,2025-05-22 03:27:00
period1,sc01,t7435,0.0,2025-11-06 19:27:00
period1,sc01,t7436,0.0,2025-11-06 20:27:00
period1,sc01,t7437,0.0,2025-11-06 21:27:00
period1,sc01,t7438,0.0,2025-11-06 22:27:00
period1,sc01,t7439,0.0,2025-11-06 23:27:00
period1,sc01,t7440,0.0,2025-11-07 00:27:00
period1,sc01,t7409,0.0,2025-11-05 17:27:00
period1,sc01,t7410,0.0,2025-11-05 18:27:00
period1,sc01,t7411,0.0,2025-11-05 19:27:00
period1,sc01,t7412,0.0,2025-11-05 20:27:00
period1,sc01,t7413,0.0,2025-11-05 21:27:00
period1,sc01,t7429,0.0,2025-11-06 13:27:00
period1,sc01,t7430,0.0,2025-11-06 14:27:00
period1,sc01,t7431,0.0,2025-11-06 15:27:00
period1,sc01,t7432,0.0,2025-11-06 16:27:00
period1,sc01,t7433,0.0,2025-11-06 17:27:00
period1,sc01,t7434,0.0,2025-11-06 18:27:00
period1,sc01,t3096,0.0,2025-05-10 00:27:00
period1,sc01,t3097,0.0,2025-05-10 01:27:00
period1,sc01,t3098,0.0,2025-05-10 02:27:00
period1,sc01,t3099,0.0,2025-05-10 03:27:00
period1,sc01,t3382,0.0,2025-05-21 22:27:00
period1,sc01,t3383,0.0,2025-05-21 23:27:00
period1,sc01,t3384,0.0,2025-05-22 00:27:00
period1,sc01,t7441,0.0,2025-11-07 01:27:00
period1,sc01,t7442,0.0,2025-11-07 02:27:00
period1,sc01,t7443,0.0,2025-11-07 03:27:00
