Period,Scenario,LoadLevel,Demand,Type,KWh,Date
period1,sc01,t3891,EleD_01,ShiftedDemand,0.7217,2025-06-12 03:27:00
period1,sc01,t3892,EleD_01,ShiftedDemand,1.3402999999999998,2025-06-12 04:27:00
period1,sc01,t3893,EleD_01,ShiftedDemand,0.7217,2025-06-12 05:27:00
period1,sc01,t3894,EleD_01,ShiftedDemand,1.3402999999999998,2025-06-12 06:27:00
period1,sc01,t3895,EleD_01,ShiftedDemand,1.3402999999999998,2025-06-12 07:27:00
period1,sc01,t3896,EleD_01,ShiftedDemand,0.7217,2025-06-12 08:27:00
period1,sc01,t3897,EleD_01,ShiftedDemand,1.3402999999999998,2025-06-12 09:27:00
period1,sc01,t3898,EleD_01,ShiftedDemand,0.7217,2025-06-12 10:27:00
period1,sc01,t3899,EleD_01,ShiftedDemand,0.7217,2025-06-12 11:27:00
period1,sc01,t3900,EleD_01,ShiftedDemand,1.3402999999999998,2025-06-12 12:27:00
period1,sc01,t3901,EleD_01,ShiftedDemand,0.7217,2025-06-12 13:27:00
period1,sc01,t3902,EleD_01,ShiftedDemand,1.3402999999999998,2025-06-12 14:27:00
period1,sc01,t3903,EleD_01,ShiftedDemand,0.7217,2025-06-12 15:27:00
period1,sc01,t3904,EleD_01,ShiftedDemand,1.3402999999999998,2025-06-12 16:27:00
period1,sc01,t3905,EleD_01,ShiftedDemand,1.3402999999999998,2025-06-12 17:27:00
period1,sc01,t3906,EleD_01,ShiftedDemand,0.7217,2025-06-12 18:27:00
period1,sc01,t3907,EleD_01,ShiftedDemand,1.3402999999999998,2025-06-12 19:27:00
period1,sc01,t3908,EleD_01,ShiftedDemand,0.7217,2025-06-12 20:27:00
period1,sc01,t3909,EleD_01,ShiftedDemand,0.7217,2025-06-12 21:27:00
period1,sc01,t3910,EleD_01,ShiftedDemand,1.3402999999999998,2025-06-12 22:27:00
period1,sc01,t3911,EleD_01,ShiftedDemand,0.7217,2025-06-12 23:27:00
period1,sc01,t3912,EleD_01,ShiftedDemand,1.3402999999999998,2025-06-13 00:27:00
period1,sc01,t3913,EleD_01,ShiftedDemand,0.924,2025-06-13 01:27:00
period1,sc01,t3914,EleD_01,ShiftedDemand,2.096,2025-06-13 02:27:00
period1,sc01,t3915,EleD_01,ShiftedDemand,1.0190000000000003,2025-06-13 03:27:00
period1,sc01,t3916,EleD_01,ShiftedDemand,1.261,2025-06-13 04:27:00
period1,sc01,t3917,EleD_01,ShiftedDemand,0.3250432768,2025-06-13 05:27:00
period1,sc01,t3918,EleD_01,ShiftedDemand,0.2849567232,2025-06-13 06:27:00
period1,sc01,t3919,EleD_01,ShiftedDemand,0.949,2025-06-13 07:27:00
period1,sc01,t3920,EleD_01,ShiftedDemand,1.7110000000000003,2025-06-13 08:27:00
period1,sc01,t3921,EleD_01,ShiftedDemand,0.819,2025-06-13 09:27:00
period1,sc01,t3922,EleD_01,ShiftedDemand,0.161,2025-06-13 10:27:00
period1,sc01,t3923,EleD_01,ShiftedDemand,0.29900000000000004,2025-06-13 11:27:00
period1,sc01,t3924,EleD_01,ShiftedDemand,0.571,2025-06-13 12:27:00
period1,sc01,t3925,EleD_01,ShiftedDemand,0.972,2025-06-13 13:27:00
period1,sc01,t3926,EleD_01,ShiftedDemand,1.7680000000000002,2025-06-13 14:27:00
period1,sc01,t3927,EleD_01,ShiftedDemand,2.371,2025-06-13 15:27:00
period1,sc01,t3928,EleD_01,ShiftedDemand,1.339,2025-06-13 16:27:00
period1,sc01,t3929,EleD_01,ShiftedDemand,0.637,2025-06-13 17:27:00
period1,sc01,t3930,EleD_01,ShiftedDemand,0.823,2025-06-13 18:27:00
period1,sc01,t3931,EleD_01,ShiftedDemand,5.9110000000000005,2025-06-13 19:27:00
period1,sc01,t3932,EleD_01,ShiftedDemand,1.869,2025-06-13 20:27:00
period1,sc01,t3933,EleD_01,ShiftedDemand,0.49099999999999994,2025-06-13 21:27:00
period1,sc01,t3934,EleD_01,ShiftedDemand,0.189,2025-06-13 22:27:00
period1,sc01,t3935,EleD_01,ShiftedDemand,0.413,2025-06-13 23:27:00
period1,sc01,t3936,EleD_01,ShiftedDemand,1.627,2025-06-14 00:27:00
period1,sc01,t3937,EleD_01,ShiftedDemand,0.84,2025-06-14 01:27:00
period1,sc01,t3938,EleD_01,ShiftedDemand,3.1000000000000005,2025-06-14 02:27:00
period1,sc01,t3939,EleD_01,ShiftedDemand,1.349,2025-06-14 03:27:00
period1,sc01,t3940,EleD_01,ShiftedDemand,1.131,2025-06-14 04:27:00
period1,sc01,t3941,EleD_01,ShiftedDemand,0.8579999999999999,2025-06-14 05:27:00
period1,sc01,t3942,EleD_01,ShiftedDemand,0.8320000000000001,2025-06-14 06:27:00
period1,sc01,t3943,EleD_01,ShiftedDemand,0.5980000000000001,2025-06-14 07:27:00
period1,sc01,t3944,EleD_01,ShiftedDemand,1.462,2025-06-14 08:27:00
period1,sc01,t3945,EleD_01,ShiftedDemand,2.7409999999999997,2025-06-14 09:27:00
period1,sc01,t3946,EleD_01,ShiftedDemand,0.679,2025-06-14 10:27:00
period1,sc01,t3947,EleD_01,ShiftedDemand,0.762,2025-06-14 11:27:00
period1,sc01,t3948,EleD_01,ShiftedDemand,0.308,2025-06-14 12:27:00
period1,sc01,t3949,EleD_01,ShiftedDemand,0.581,2025-06-14 13:27:00
period1,sc01,t3950,EleD_01,ShiftedDemand,1.439,2025-06-14 14:27:00
period1,sc01,t3951,EleD_01,ShiftedDemand,0.32399999999999995,2025-06-14 15:27:00
period1,sc01,t3952,EleD_01,ShiftedDemand,0.41600000000000004,2025-06-14 16:27:00
period1,sc01,t3953,EleD_01,ShiftedDemand,0.9640000000000002,2025-06-14 17:27:00
period1,sc01,t3954,EleD_01,ShiftedDemand,0.40599999999999997,2025-06-14 18:27:00
period1,sc01,t3955,EleD_01,ShiftedDemand,0.5980000000000001,2025-06-14 19:27:00
period1,sc01,t3956,EleD_01,ShiftedDemand,0.472,2025-06-14 20:27:00
period1,sc01,t3957,EleD_01,ShiftedDemand,0.35,2025-06-14 21:27:00
period1,sc01,t3958,EleD_01,ShiftedDemand,0.7799999999999999,2025-06-14 22:27:00
period1,sc01,t3959,EleD_01,ShiftedDemand,0.224,2025-06-14 23:27:00
period1,sc01,t3960,EleD_01,ShiftedDemand,0.806,2025-06-15 00:27:00
period1,sc01,t3961,EleD_01,ShiftedDemand,0.595,2025-06-15 01:27:00
period1,sc01,t3962,EleD_01,ShiftedDemand,1.365,2025-06-15 02:27:00
period1,sc01,t3963,EleD_01,ShiftedDemand,1.0090000000000001,2025-06-15 03:27:00
period1,sc01,t3964,EleD_01,ShiftedDemand,1.131,2025-06-15 04:27:00
period1,sc01,t3965,EleD_01,ShiftedDemand,0.595,2025-06-15 05:27:00
period1,sc01,t3966,EleD_01,ShiftedDemand,1.125,2025-06-15 06:27:00
period1,sc01,t3967,EleD_01,ShiftedDemand,2.789,2025-06-15 07:27:00
period1,sc01,t3968,EleD_01,ShiftedDemand,0.231,2025-06-15 08:27:00
period1,sc01,t3969,EleD_01,ShiftedDemand,0.28600000000000003,2025-06-15 09:27:00
period1,sc01,t3970,EleD_01,ShiftedDemand,0.19399999999999995,2025-06-15 10:27:00
period1,sc01,t3971,EleD_01,ShiftedDemand,0.644,2025-06-15 11:27:00
period1,sc01,t3972,EleD_01,ShiftedDemand,0.126,2025-06-15 12:27:00
period1,sc01,t3973,EleD_01,ShiftedDemand,0.14,2025-06-15 13:27:00
period1,sc01,t3974,EleD_01,ShiftedDemand,0.35,2025-06-15 14:27:00
period1,sc01,t3975,EleD_01,ShiftedDemand,2.6460000000000004,2025-06-15 15:27:00
period1,sc01,t3976,EleD_01,ShiftedDemand,2.834,2025-06-15 16:27:00
period1,sc01,t3977,EleD_01,ShiftedDemand,0.192,2025-06-15 17:27:00
period1,sc01,t3978,EleD_01,ShiftedDemand,0.338,2025-06-15 18:27:00
period1,sc01,t3979,EleD_01,ShiftedDemand,0.7280000000000001,2025-06-15 19:27:00
period1,sc01,t3980,EleD_01,ShiftedDemand,1.972,2025-06-15 20:27:00
period1,sc01,t3981,EleD_01,ShiftedDemand,0.8340000000000001,2025-06-15 21:27:00
period1,sc01,t3982,EleD_01,ShiftedDemand,0.28600000000000003,2025-06-15 22:27:00
period1,sc01,t3983,EleD_01,ShiftedDemand,0.154,2025-06-15 23:27:00
period1,sc01,t3984,EleD_01,ShiftedDemand,0.28600000000000003,2025-06-16 00:27:00
period1,sc01,t3985,EleD_01,ShiftedDemand,0.35,2025-06-16 01:27:00
period1,sc01,t3986,EleD_01,ShiftedDemand,1.4900000000000002,2025-06-16 02:27:00
period1,sc01,t3987,EleD_01,ShiftedDemand,0.346,2025-06-16 03:27:00
period1,sc01,t3988,EleD_01,ShiftedDemand,0.624,2025-06-16 04:27:00
period1,sc01,t3989,EleD_01,ShiftedDemand,0.585,2025-06-16 05:27:00
period1,sc01,t3990,EleD_01,ShiftedDemand,1.4450000000000003,2025-06-16 06:27:00
period1,sc01,t3991,EleD_01,ShiftedDemand,0.40700000000000003,2025-06-16 07:27:00
period1,sc01,t3992,EleD_01,ShiftedDemand,0.133,2025-06-16 08:27:00
period1,sc01,t3993,EleD_01,ShiftedDemand,0.16600000000000004,2025-06-16 09:27:00
period1,sc01,t3994,EleD_01,ShiftedDemand,0.23399999999999999,2025-06-16 10:27:00
period1,sc01,t3995,EleD_01,ShiftedDemand,0.507,2025-06-16 11:27:00
period1,sc01,t3996,EleD_01,ShiftedDemand,0.133,2025-06-16 12:27:00
period1,sc01,t3997,EleD_01,ShiftedDemand,0.112,2025-06-16 13:27:00
period1,sc01,t3998,EleD_01,ShiftedDemand,0.20800000000000002,2025-06-16 14:27:00
period1,sc01,t3999,EleD_01,ShiftedDemand,0.112,2025-06-16 15:27:00
period1,sc01,t4000,EleD_01,ShiftedDemand,0.548,2025-06-16 16:27:00
period1,sc01,t4001,EleD_01,ShiftedDemand,0.20900000000000005,2025-06-16 17:27:00
period1,sc01,t4002,EleD_01,ShiftedDemand,0.091,2025-06-16 18:27:00
period1,sc01,t4003,EleD_01,ShiftedDemand,0.544,2025-06-16 19:27:00
period1,sc01,t4004,EleD_01,ShiftedDemand,0.196,2025-06-16 20:27:00
period1,sc01,t4005,EleD_01,ShiftedDemand,0.5609999999999999,2025-06-16 21:27:00
period1,sc01,t4006,EleD_01,ShiftedDemand,0.42900000000000005,2025-06-16 22:27:00
period1,sc01,t4007,EleD_01,ShiftedDemand,0.16799999999999998,2025-06-16 23:27:00
period1,sc01,t4008,EleD_01,ShiftedDemand,1.472,2025-06-17 00:27:00
period1,sc01,t4009,EleD_01,ShiftedDemand,0.504,2025-06-17 01:27:00
period1,sc01,t4010,EleD_01,ShiftedDemand,1.026,2025-06-17 02:27:00
period1,sc01,t4011,EleD_01,ShiftedDemand,0.54,2025-06-17 03:27:00
period1,sc01,t4012,EleD_01,ShiftedDemand,0.9099999999999999,2025-06-17 04:27:00
period1,sc01,t4013,EleD_01,ShiftedDemand,0.613,2025-06-17 05:27:00
period1,sc01,t4014,EleD_01,ShiftedDemand,0.147,2025-06-17 06:27:00
period1,sc01,t4015,EleD_01,ShiftedDemand,1.1717958880000001,2025-06-17 07:27:00
period1,sc01,t4016,EleD_01,ShiftedDemand,1.198204112,2025-06-17 08:27:00
period1,sc01,t4017,EleD_01,ShiftedDemand,1.8199999999999998,2025-06-17 09:27:00
period1,sc01,t4018,EleD_01,ShiftedDemand,1.2399999999999998,2025-06-17 10:27:00
period1,sc01,t4019,EleD_01,ShiftedDemand,4.657,2025-06-17 11:27:00
period1,sc01,t4020,EleD_01,ShiftedDemand,1.963,2025-06-17 12:27:00
period1,sc01,t4021,EleD_01,ShiftedDemand,1.015,2025-06-17 13:27:00
period1,sc01,t4022,EleD_01,ShiftedDemand,2.745,2025-06-17 14:27:00
period1,sc01,t4023,EleD_01,ShiftedDemand,1.064,2025-06-17 15:27:00
period1,sc01,t4024,EleD_01,ShiftedDemand,2.166,2025-06-17 16:27:00
period1,sc01,t4025,EleD_01,ShiftedDemand,0.9099999999999999,2025-06-17 17:27:00
period1,sc01,t4026,EleD_01,ShiftedDemand,1.14,2025-06-17 18:27:00
period1,sc01,t4027,EleD_01,ShiftedDemand,1.446,2025-06-17 19:27:00
period1,sc01,t4028,EleD_01,ShiftedDemand,0.494,2025-06-17 20:27:00
period1,sc01,t4029,EleD_01,ShiftedDemand,0.9319999999999999,2025-06-17 21:27:00
period1,sc01,t4030,EleD_01,ShiftedDemand,0.338,2025-06-17 22:27:00
period1,sc01,t4031,EleD_01,ShiftedDemand,0.179,2025-06-17 23:27:00
period1,sc01,t4032,EleD_01,ShiftedDemand,0.22100000000000003,2025-06-18 00:27:00
period1,sc01,t4033,EleD_01,ShiftedDemand,0.154,2025-06-18 01:27:00
period1,sc01,t4034,EleD_01,ShiftedDemand,1.9160000000000004,2025-06-18 02:27:00
period1,sc01,t4035,EleD_01,ShiftedDemand,0.322,2025-06-18 03:27:00
period1,sc01,t4036,EleD_01,ShiftedDemand,0.5980000000000001,2025-06-18 04:27:00
period1,sc01,t4037,EleD_01,ShiftedDemand,0.5589999999999999,2025-06-18 05:27:00
period1,sc01,t4038,EleD_01,ShiftedDemand,0.911,2025-06-18 06:27:00
period1,sc01,t4039,EleD_01,ShiftedDemand,1.7049999999999998,2025-06-18 07:27:00
period1,sc01,t4040,EleD_01,ShiftedDemand,0.175,2025-06-18 08:27:00
period1,sc01,t4041,EleD_01,ShiftedDemand,0.317,2025-06-18 09:27:00
period1,sc01,t4042,EleD_01,ShiftedDemand,0.133,2025-06-18 10:27:00
period1,sc01,t4043,EleD_01,ShiftedDemand,0.16600000000000004,2025-06-18 11:27:00
period1,sc01,t4044,EleD_01,ShiftedDemand,0.23399999999999999,2025-06-18 12:27:00
period1,sc01,t4045,EleD_01,ShiftedDemand,0.46299999999999997,2025-06-18 13:27:00
period1,sc01,t4046,EleD_01,ShiftedDemand,0.247,2025-06-18 14:27:00
period1,sc01,t4047,EleD_01,ShiftedDemand,0.15600000000000003,2025-06-18 15:27:00
period1,sc01,t4048,EleD_01,ShiftedDemand,0.23399999999999999,2025-06-18 16:27:00
period1,sc01,t4049,EleD_01,ShiftedDemand,0.196,2025-06-18 17:27:00
period1,sc01,t4050,EleD_01,ShiftedDemand,0.6839999999999999,2025-06-18 18:27:00
period1,sc01,t4051,EleD_01,ShiftedDemand,0.39,2025-06-18 19:27:00
period1,sc01,t4052,EleD_01,ShiftedDemand,0.36,2025-06-18 20:27:00
period1,sc01,t4053,EleD_01,ShiftedDemand,0.231,2025-06-18 21:27:00
period1,sc01,t4054,EleD_01,ShiftedDemand,0.719,2025-06-18 22:27:00
period1,sc01,t4055,EleD_01,ShiftedDemand,0.14,2025-06-18 23:27:00
period1,sc01,t4056,EleD_01,ShiftedDemand,0.26,2025-06-19 00:27:00
period1,sc01,t4057,EleD_01,ShiftedDemand,0.14,2025-06-19 01:27:00
period1,sc01,t4058,EleD_01,ShiftedDemand,0.64,2025-06-19 02:27:00
period1,sc01,t4059,EleD_01,ShiftedDemand,7.418000000000001,2025-06-19 03:27:00
period1,sc01,t4060,EleD_01,ShiftedDemand,5.772,2025-06-19 04:27:00
period1,sc01,t4061,EleD_01,ShiftedDemand,0.17300000000000004,2025-06-19 05:27:00
period1,sc01,t4062,EleD_01,ShiftedDemand,0.247,2025-06-19 06:27:00
period1,sc01,t4063,EleD_01,ShiftedDemand,0.962,2025-06-19 07:27:00
period1,sc01,t4064,EleD_01,ShiftedDemand,1.3980000000000004,2025-06-19 08:27:00
period1,sc01,t4065,EleD_01,ShiftedDemand,0.9359999999999999,2025-06-19 09:27:00
period1,sc01,t4066,EleD_01,ShiftedDemand,0.984,2025-06-19 10:27:00
period1,sc01,t4067,EleD_01,ShiftedDemand,0.9520000000000001,2025-06-19 11:27:00
period1,sc01,t4068,EleD_01,ShiftedDemand,2.008,2025-06-19 12:27:00
period1,sc01,t4069,EleD_01,ShiftedDemand,1.426,2025-06-19 13:27:00
period1,sc01,t4070,EleD_01,ShiftedDemand,1.014,2025-06-19 14:27:00
period1,sc01,t4071,EleD_01,ShiftedDemand,0.7210000000000001,2025-06-19 15:27:00
period1,sc01,t4072,EleD_01,ShiftedDemand,2.299,2025-06-19 16:27:00
period1,sc01,t4073,EleD_01,ShiftedDemand,0.819,2025-06-19 17:27:00
period1,sc01,t4074,EleD_01,ShiftedDemand,1.4010000000000002,2025-06-19 18:27:00
period1,sc01,t4075,EleD_01,ShiftedDemand,0.65,2025-06-19 19:27:00
period1,sc01,t4076,EleD_01,ShiftedDemand,1.3800000000000003,2025-06-19 20:27:00
period1,sc01,t4077,EleD_01,ShiftedDemand,2.2350000000000003,2025-06-19 21:27:00
period1,sc01,t4078,EleD_01,ShiftedDemand,0.9450000000000001,2025-06-19 22:27:00
period1,sc01,t4079,EleD_01,ShiftedDemand,1.07,2025-06-19 23:27:00
period1,sc01,t4080,EleD_01,ShiftedDemand,0.78,2025-06-20 00:27:00
period1,sc01,t4081,EleD_01,ShiftedDemand,0.19699999999999995,2025-06-20 01:27:00
period1,sc01,t4082,EleD_01,ShiftedDemand,0.273,2025-06-20 02:27:00
period1,sc01,t4083,EleD_01,ShiftedDemand,0.161,2025-06-20 03:27:00
period1,sc01,t4084,EleD_01,ShiftedDemand,0.32899999999999996,2025-06-20 04:27:00
period1,sc01,t4085,EleD_01,ShiftedDemand,0.16300000000000003,2025-06-20 05:27:00
period1,sc01,t4086,EleD_01,ShiftedDemand,0.247,2025-06-20 06:27:00
period1,sc01,t4087,EleD_01,ShiftedDemand,0.716,2025-06-20 07:27:00
period1,sc01,t4088,EleD_01,ShiftedDemand,0.154,2025-06-20 08:27:00
period1,sc01,t4089,EleD_01,ShiftedDemand,0.624,2025-06-20 09:27:00
period1,sc01,t4090,EleD_01,ShiftedDemand,0.4760000000000001,2025-06-20 10:27:00
period1,sc01,t4091,EleD_01,ShiftedDemand,1.179,2025-06-20 11:27:00
period1,sc01,t4092,EleD_01,ShiftedDemand,0.441,2025-06-20 12:27:00
period1,sc01,t4093,EleD_01,ShiftedDemand,0.20099999999999996,2025-06-20 13:27:00
period1,sc01,t4094,EleD_01,ShiftedDemand,0.29900000000000004,2025-06-20 14:27:00
period1,sc01,t4095,EleD_01,ShiftedDemand,0.16799999999999998,2025-06-20 15:27:00
period1,sc01,t4096,EleD_01,ShiftedDemand,1.802,2025-06-20 16:27:00
period1,sc01,t4097,EleD_01,ShiftedDemand,2.113,2025-06-20 17:27:00
period1,sc01,t4098,EleD_01,ShiftedDemand,0.5670000000000001,2025-06-20 18:27:00
period1,sc01,t4099,EleD_01,ShiftedDemand,0.7802791939999999,2025-06-20 19:27:00
period1,sc01,t4100,EleD_01,ShiftedDemand,0.329720806,2025-06-20 20:27:00
period1,sc01,t4101,EleD_01,ShiftedDemand,0.7699999999999999,2025-06-20 21:27:00
period1,sc01,t4102,EleD_01,ShiftedDemand,0.14,2025-06-20 22:27:00
period1,sc01,t4103,EleD_01,ShiftedDemand,0.364,2025-06-20 23:27:00
period1,sc01,t4104,EleD_01,ShiftedDemand,0.8160000000000002,2025-06-21 00:27:00
period1,sc01,t4105,EleD_01,ShiftedDemand,0.609,2025-06-21 01:27:00
period1,sc01,t4106,EleD_01,ShiftedDemand,1.9609999999999999,2025-06-21 02:27:00
period1,sc01,t4107,EleD_01,ShiftedDemand,2.574,2025-06-21 03:27:00
period1,sc01,t4108,EleD_01,ShiftedDemand,2.9060000000000006,2025-06-21 04:27:00
period1,sc01,t4109,EleD_01,ShiftedDemand,1.078318689,2025-06-21 05:27:00
period1,sc01,t4110,EleD_01,ShiftedDemand,0.401681311,2025-06-21 06:27:00
period1,sc01,t4111,EleD_01,ShiftedDemand,0.7669999999999999,2025-06-21 07:27:00
period1,sc01,t4112,EleD_01,ShiftedDemand,0.34299999999999997,2025-06-21 08:27:00
period1,sc01,t4113,EleD_01,ShiftedDemand,0.585,2025-06-21 09:27:00
period1,sc01,t4114,EleD_01,ShiftedDemand,1.355,2025-06-21 10:27:00
period1,sc01,t4115,EleD_01,ShiftedDemand,0.7990000000000002,2025-06-21 11:27:00
period1,sc01,t4116,EleD_01,ShiftedDemand,1.261,2025-06-21 12:27:00
period1,sc01,t4117,EleD_01,ShiftedDemand,0.315,2025-06-21 13:27:00
period1,sc01,t4118,EleD_01,ShiftedDemand,1.105,2025-06-21 14:27:00
period1,sc01,t4119,EleD_01,ShiftedDemand,1.105,2025-06-21 15:27:00
period1,sc01,t4120,EleD_01,ShiftedDemand,1.625,2025-06-21 16:27:00
period1,sc01,t4121,EleD_01,ShiftedDemand,1.0779999999999998,2025-06-21 17:27:00
period1,sc01,t4122,EleD_01,ShiftedDemand,0.5720000000000001,2025-06-21 18:27:00
period1,sc01,t4123,EleD_01,ShiftedDemand,1.207,2025-06-21 19:27:00
period1,sc01,t4124,EleD_01,ShiftedDemand,0.34299999999999997,2025-06-21 20:27:00
period1,sc01,t4125,EleD_01,ShiftedDemand,0.9700000000000001,2025-06-21 21:27:00
period1,sc01,t4126,EleD_01,ShiftedDemand,0.39,2025-06-21 22:27:00
period1,sc01,t4127,EleD_01,ShiftedDemand,0.14,2025-06-21 23:27:00
period1,sc01,t4128,EleD_01,ShiftedDemand,0.29000000000000004,2025-06-22 00:27:00
period1,sc01,t4129,EleD_01,ShiftedDemand,0.14,2025-06-22 01:27:00
period1,sc01,t4130,EleD_01,ShiftedDemand,0.57,2025-06-22 02:27:00
period1,sc01,t4131,EleD_01,ShiftedDemand,0.15300000000000002,2025-06-22 03:27:00
period1,sc01,t4132,EleD_01,ShiftedDemand,0.247,2025-06-22 04:27:00
period1,sc01,t4133,EleD_01,ShiftedDemand,0.25964284,2025-06-22 05:27:00
period1,sc01,t4134,EleD_01,ShiftedDemand,0.5203571600000001,2025-06-22 06:27:00
period1,sc01,t4135,EleD_01,ShiftedDemand,2.13,2025-06-22 07:27:00
period1,sc01,t4136,EleD_01,ShiftedDemand,0.39,2025-06-22 08:27:00
period1,sc01,t4137,EleD_01,ShiftedDemand,0.42900000000000005,2025-06-22 09:27:00
period1,sc01,t4138,EleD_01,ShiftedDemand,0.2609999999999999,2025-06-22 10:27:00
period1,sc01,t4139,EleD_01,ShiftedDemand,0.42900000000000005,2025-06-22 11:27:00
period1,sc01,t4140,EleD_01,ShiftedDemand,0.241,2025-06-22 12:27:00
period1,sc01,t4141,EleD_01,ShiftedDemand,0.5089999999999999,2025-06-22 13:27:00
period1,sc01,t4142,EleD_01,ShiftedDemand,0.35100000000000003,2025-06-22 14:27:00
period1,sc01,t4143,EleD_01,ShiftedDemand,0.217,2025-06-22 15:27:00
period1,sc01,t4144,EleD_01,ShiftedDemand,0.403,2025-06-22 16:27:00
period1,sc01,t4145,EleD_01,ShiftedDemand,0.6779999999999999,2025-06-22 17:27:00
period1,sc01,t4146,EleD_01,ShiftedDemand,0.322,2025-06-22 18:27:00
period1,sc01,t4147,EleD_01,ShiftedDemand,0.403,2025-06-22 19:27:00
period1,sc01,t4148,EleD_01,ShiftedDemand,0.2869999999999999,2025-06-22 20:27:00
period1,sc01,t4149,EleD_01,ShiftedDemand,0.217,2025-06-22 21:27:00
period1,sc01,t4150,EleD_01,ShiftedDemand,0.733,2025-06-22 22:27:00
period1,sc01,t4151,EleD_01,ShiftedDemand,0.133,2025-06-22 23:27:00
period1,sc01,t4152,EleD_01,ShiftedDemand,0.817,2025-06-23 00:27:00
period1,sc01,t4153,EleD_01,ShiftedDemand,2.6790000000000003,2025-06-23 01:27:00
period1,sc01,t4154,EleD_01,ShiftedDemand,4.1209999999999996,2025-06-23 02:27:00
period1,sc01,t4155,EleD_01,ShiftedDemand,0.869,2025-06-23 03:27:00
period1,sc01,t4156,EleD_01,ShiftedDemand,1.261,2025-06-23 04:27:00
period1,sc01,t4157,EleD_01,ShiftedDemand,0.443976806,2025-06-23 05:27:00
period1,sc01,t4158,EleD_01,ShiftedDemand,0.406023194,2025-06-23 06:27:00
period1,sc01,t4159,EleD_01,ShiftedDemand,1.669,2025-06-23 07:27:00
period1,sc01,t4160,EleD_01,ShiftedDemand,0.35100000000000003,2025-06-23 08:27:00
period1,sc01,t4161,EleD_01,ShiftedDemand,0.15000000000000002,2025-06-23 09:27:00
period1,sc01,t4162,EleD_01,ShiftedDemand,0.26,2025-06-23 10:27:00
period1,sc01,t4163,EleD_01,ShiftedDemand,0.126,2025-06-23 11:27:00
period1,sc01,t4164,EleD_01,ShiftedDemand,0.5339999999999999,2025-06-23 12:27:00
period1,sc01,t4165,EleD_01,ShiftedDemand,0.282,2025-06-23 13:27:00
period1,sc01,t4166,EleD_01,ShiftedDemand,0.20800000000000002,2025-06-23 14:27:00
period1,sc01,t4167,EleD_01,ShiftedDemand,0.247,2025-06-23 15:27:00
period1,sc01,t4168,EleD_01,ShiftedDemand,0.15300000000000002,2025-06-23 16:27:00
period1,sc01,t4169,EleD_01,ShiftedDemand,0.5539999999999999,2025-06-23 17:27:00
period1,sc01,t4170,EleD_01,ShiftedDemand,0.126,2025-06-23 18:27:00
period1,sc01,t4171,EleD_01,ShiftedDemand,0.42300000000000004,2025-06-23 19:27:00
period1,sc01,t4172,EleD_01,ShiftedDemand,0.217,2025-06-23 20:27:00
period1,sc01,t4173,EleD_01,ShiftedDemand,0.189,2025-06-23 21:27:00
period1,sc01,t4174,EleD_01,ShiftedDemand,0.7010000000000001,2025-06-23 22:27:00
period1,sc01,t4175,EleD_01,ShiftedDemand,0.243,2025-06-23 23:27:00
period1,sc01,t4176,EleD_01,ShiftedDemand,0.247,2025-06-24 00:27:00
period1,sc01,t4177,EleD_01,ShiftedDemand,0.133,2025-06-24 01:27:00
period1,sc01,t4178,EleD_01,ShiftedDemand,0.597,2025-06-24 02:27:00
period1,sc01,t4179,EleD_01,ShiftedDemand,0.133,2025-06-24 03:27:00
period1,sc01,t4180,EleD_01,ShiftedDemand,0.277,2025-06-24 04:27:00
period1,sc01,t4181,EleD_01,ShiftedDemand,0.26,2025-06-24 05:27:00
period1,sc01,t4182,EleD_01,ShiftedDemand,0.5,2025-06-24 06:27:00
period1,sc01,t4183,EleD_01,ShiftedDemand,0.29900000000000004,2025-06-24 07:27:00
period1,sc01,t4184,EleD_01,ShiftedDemand,0.381,2025-06-24 08:27:00
period1,sc01,t4185,EleD_01,ShiftedDemand,2.198,2025-06-24 09:27:00
period1,sc01,t4186,EleD_01,ShiftedDemand,0.392,2025-06-24 10:27:00
period1,sc01,t4187,EleD_01,ShiftedDemand,0.266,2025-06-24 11:27:00
period1,sc01,t4188,EleD_01,ShiftedDemand,0.6839999999999999,2025-06-24 12:27:00
period1,sc01,t4189,EleD_01,ShiftedDemand,0.7299999999999999,2025-06-24 13:27:00
period1,sc01,t4190,EleD_01,ShiftedDemand,0.65,2025-06-24 14:27:00
period1,sc01,t4191,EleD_01,ShiftedDemand,0.8580000000000001,2025-06-24 15:27:00
period1,sc01,t4192,EleD_01,ShiftedDemand,1.1720000000000002,2025-06-24 16:27:00
period1,sc01,t4193,EleD_01,ShiftedDemand,1.1960000000000002,2025-06-24 17:27:00
period1,sc01,t4194,EleD_01,ShiftedDemand,1.1039999999999996,2025-06-24 18:27:00
period1,sc01,t4195,EleD_01,ShiftedDemand,0.8879980539999999,2025-06-24 19:27:00
period1,sc01,t4196,EleD_01,ShiftedDemand,0.512001946,2025-06-24 20:27:00
period1,sc01,t4197,EleD_01,ShiftedDemand,0.448,2025-06-24 21:27:00
period1,sc01,t4198,EleD_01,ShiftedDemand,3.0820000000000003,2025-06-24 22:27:00
period1,sc01,t4199,EleD_01,ShiftedDemand,1.3359999999999999,2025-06-24 23:27:00
