,,,Solar_01,BESS_01,EV_01,AEL_01,PEMEL_01,EV_02,EV_03,EV_04,EV_05,EV_06,EV_07,EV_08,EV_09,EV_10,EV_11,EV_12,EV_13,EV_14,EV_15,EV_16,EV_17,EV_18,EV_19,EV_20
period1,sc01,t6978, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t6979, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t6980, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t6981, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t6982, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t6983, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t6984, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t6985, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t6986, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t6987, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t6988, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t6989, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t6990, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t6991, 0.000102608 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t6992, 0.012005816 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t6993, 0.159836466 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t6994, 0.292582647 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t6995, 0.312319613 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t6996, 0.545453689 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t6997, 0.482381367 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t6998, 0.452382517 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t6999, 0.238127935 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7000, 0.090879618 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7001, 0.017443895 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7002, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7003, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7004, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7005, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7006, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7007, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7008, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7009, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7010, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7011, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7012, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7013, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7014, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7015, 0.000102961 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7016, 0.01255995 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7017, 0.215831792 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7018, 0.311949469 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7019, 0.50917079 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7020, 0.694572116 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7021, 0.391606016 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7022, 0.444882684 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7023, 0.185689853 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7024, 0.080376788 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7025, 0.013954647 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7026, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7027, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7028, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7029, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7030, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7031, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7032, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7033, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7034, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7035, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7036, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7037, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7038, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7039, 0.000206626 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7040, 0.022688101 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7041, 0.180811339 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7042, 0.296210209 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7043, 0.324497867 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7044, 0.362872176 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7045, 0.364250857 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7046, 0.501862982 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7047, 0.303952398 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7048, 0.045420102 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7049, 0.006977088 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7050, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7051, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7052, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7053, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7054, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7055, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7056, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7057, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7058, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7059, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7060, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7061, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7062, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7063, 0.000207331 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7064, 0.023522825 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7065, 0.265990122 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7066, 0.445561235 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7067, 0.609688196 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7068, 0.27517678 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7069, 0.312373872 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7070, 0.193178677 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7071, 0.132733561 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7072, 0.017442158 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7073, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7074, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7075, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7076, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7077, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7078, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7079, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7080, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7081, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7082, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7083, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7084, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7085, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7086, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7087, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7088, 0.000312097 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7089, 0.032366242 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7090, 0.104992625 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7091, 0.73982091 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7092, 0.383593997 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7093, 0.34263624 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7094, 0.433124552 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7095, 0.410077195 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7096, 0.195553898 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7097, 0.020929856 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7098, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7099, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7100, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7101, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7102, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7103, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7104, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7105, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7106, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7107, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7108, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7109, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7110, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7111, 0.0000696 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7112, 0.007846344 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7113, 0.090824952 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7114, 0.366638839 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7115, 0.388584945 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7116, 0.14113012 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7117, 0.162059418 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7118, 0.161467407 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7119, 0.101715116 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7120, 0.055845983 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7121, 0.003488192 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7122, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7123, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7124, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7125, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7126, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7127, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7128, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7129, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7130, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7131, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7132, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7133, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7134, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7135, 0.000733056 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7136, 0.077021018 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7137, 0.384083802 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7138, 0.745804053 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7139, 0.990320935 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7140, 1.019403281 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7141, 0.439959613 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7142, 0.396949409 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7143, 0.281667734 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7144, 0.262060323 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7145, 0.045344968 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7146, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7147, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7148, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7149, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7150, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7151, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7152, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7153, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7154, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7155, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7156, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7157, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7158, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7159, 0.000035 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7160, 0.005449667 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7161, 0.199952359 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7162, 0.469735367 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7163, 0.950968748 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7164, 2.323430936 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7165, 1.797411756 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7166, 1.854007001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7167, 0.886137331 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7168, 0.366797107 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7169, 0.055807313 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7170, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7171, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7172, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7173, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7174, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7175, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7176, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7177, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7178, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7179, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7180, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7181, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7182, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7183, 0.000175711 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7184, 0.018458686 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7185, 0.103152152 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7186, 0.206262087 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7187, 0.750293237 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7188, 1.085275687 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7189, 0.751923815 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7190, 0.551110779 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7191, 0.350332924 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7192, 0.153746649 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7193, 0.027902717 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7194, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7195, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7196, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7197, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7198, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7199, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7200, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7201, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7202, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7203, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7204, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7205, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7206, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7207, 0.001128311 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7208, 0.115699214 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7209, 0.407507683 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7210, 0.29819656 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7211, 0.877315033 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7212, 1.581382151 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7213, 1.548816089 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7214, 2.80989626 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7215, 2.640008167 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7216, 0.324641049 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7217, 0.027901778 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7218, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7219, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7220, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7221, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7222, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7223, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7224, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7225, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7226, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7227, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7228, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7229, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7230, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7231, 0.000106131 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7232, 0.012408959 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7233, 0.224836426 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7234, 3.31098343 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7235, 5.677230925 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7236, 5.829307313 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7237, 4.978963805 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7238, 2.280674146 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7239, 1.014578866 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7240, 0.655989404 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7241, 0.031388443 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7242, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7243, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7244, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7245, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7246, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7247, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7248, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7249, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7250, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7251, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7252, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7253, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7254, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7255, 0.000141978 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7256, 0.028966405 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7257, 1.531498123 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7258, 5.598562672 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7259, 7.033880182 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7260, 7.564166962 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7261, 7.226826603 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7262, 5.932918893 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7263, 4.192087698 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7264, 1.723567464 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7265, 0.073237234 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7266, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7267, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7268, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7269, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7270, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7271, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7272, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7273, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7274, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7275, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7276, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7277, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7278, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7279, 0.0008903 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7280, 0.109018515 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7281, 2.196878311 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7282, 5.858175048 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7283, 7.180939024 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7284, 7.619776168 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7285, 7.211592082 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7286, 6.153671377 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7287, 4.300434772 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7288, 1.754791322 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7289, 0.062772658 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7290, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7291, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7292, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7293, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7294, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7295, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7296, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7297, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7298, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7299, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7300, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7301, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7302, 0.00001 ,,,,,,,,,,,,,,,,,,,,,,,
period1,sc01,t7303, 0.00067886 ,,,,,,,,,,,,,,,,,,,,,,,
